Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
63,1,63,451.768,559.848,18600.619,2,247,203.675,71.428,NA,6.061,0.02,-90,90
64,1,64,451.768,562.374,18900.629,2,206,206.2,69.648,NA,2.525,0.008,90,180
65,1,65,447.222,562.374,19200.639,2,255,210.746,72.979,NA,4.545,0.015,180,90
66,1,66,450.253,562.374,19500.649,2,137,213.776,70.743,NA,3.03,0.01,0,-180
67,1,67,450.253,556.818,19800.659,2,161,219.331,74.66,NA,5.556,0.019,-90,-90
68,1,68,450.253,557.323,20100.669,2,225,219.836,74.296,NA,0.505,0.002,90,180
69,1,69,458.333,552.273,20400.679,2,129,229.366,72.93,NA,9.529,0.032,-32.005,-122.005
70,1,70,453.788,547.222,20700.689,2,186,236.16,79.697,NA,6.795,0.023,-131.987,-99.982
71,1,71,453.788,539.646,21000.699,2,190,243.736,85.867,NA,7.576,0.025,-90,41.987
72,1,72,453.788,539.646,21300.709,2,250,243.736,85.867,NA,0,0,0,90
73,1,73,448.232,545.202,21600.719,2,136,251.593,84.716,NA,7.857,0.026,135,135
74,1,74,448.232,550.253,21900.728,2,191,256.643,80.865,NA,5.051,0.017,90,-45
75,1,75,448.232,550.253,22200.738,2,162,256.643,80.865,NA,0,0,0,-90
76,1,76,444.192,547.222,22500.748,2,201,261.694,85.817,NA,5.051,0.017,-143.13,-143.13
77,1,77,443.687,547.222,22800.758,2,255,262.199,86.157,NA,0.505,0.002,180,-36.87
78,1,78,443.687,547.222,23100.768,2,139,262.199,86.157,NA,0,0,0,-180
79,1,79,445.202,548.232,23400.778,2,253,264.02,84.39,NA,1.821,0.006,33.69,33.69
80,1,80,442.172,559.848,23700.788,2,184,276.025,78.446,NA,12.005,0.04,104.621,70.931
81,1,81,437.626,559.848,24000.798,2,255,280.57,81.952,NA,4.545,0.015,180,75.379
82,1,82,437.626,551.263,24300.808,2,255,289.156,87.555,NA,8.586,0.029,-90,90
83,1,83,445.202,554.798,24600.818,2,182,297.516,79.64,NA,8.36,0.028,25.017,115.017
84,1,84,442.172,558.838,24900.828,2,167,302.567,79.106,NA,5.051,0.017,126.87,101.853
85,1,85,442.172,556.313,25200.838,2,213,305.092,80.789,NA,2.525,0.008,-90,143.13
86,1,86,444.192,556.313,25500.848,2,246,307.112,79.311,NA,2.02,0.007,0,90
87,1,87,443.182,556.313,25800.858,2,210,308.122,80.047,NA,1.01,0.003,180,180
88,1,88,443.182,556.313,26100.868,2,255,308.122,80.047,NA,0,0,0,-180
89,1,89,443.182,556.313,26400.878,2,136,308.122,80.047,NA,0,0,0,0
90,1,90,443.182,556.313,26700.888,2,221,308.122,80.047,NA,0,0,0,0
91,1,91,443.182,561.364,27000.898,2,198,313.173,76.695,NA,5.051,0.017,90,90
92,1,92,442.677,563.889,27300.908,2,180,315.748,75.484,NA,2.575,0.009,101.31,11.31
93,1,93,442.677,563.889,27600.918,2,194,315.748,75.484,NA,0,0,0,-101.31
94,1,94,442.677,566.919,27900.928,2,139,318.778,73.637,NA,3.03,0.01,90,90
95,1,95,442.677,571.465,28200.938,2,100,323.324,71.018,NA,4.545,0.015,90,0
96,1,96,442.172,574.495,28500.948,2,161,326.396,69.814,NA,3.072,0.01,99.462,9.462
97,1,97,443.182,579.04,28800.958,2,255,331.052,66.669,NA,4.656,0.016,77.471,-21.991
98,1,98,443.182,579.04,29100.968,2,227,331.052,66.669,NA,0,0,0,-77.471
99,1,99,443.182,579.04,29400.978,2,99,331.052,66.669,NA,0,0,0,0
100,1,100,443.182,579.04,29700.988,2,151,331.052,66.669,NA,0,0,0,0
101,1,101,443.182,579.04,30000.998,2,117,331.052,66.669,NA,0,0,0,0
102,1,102,449.747,582.071,30301.008,2,166,338.284,59.455,NA,7.231,0.024,24.775,24.775
103,1,103,454.293,582.071,30601.018,2,123,342.829,55.521,NA,4.545,0.015,0,-24.775
104,1,104,451.768,580.556,30901.028,2,216,345.774,58.466,NA,2.945,0.01,-149.036,-149.036
105,1,105,445.707,580.556,31201.038,2,150,351.835,63.726,NA,6.061,0.02,180,-30.964
106,1,106,445.707,571.465,31501.048,2,255,360.925,68.518,NA,9.091,0.03,-90,90
107,1,107,442.677,571.465,31801.058,2,114,363.956,71.018,NA,3.03,0.01,180,-90
108,1,108,442.677,555.303,32101.068,2,166,380.117,81.106,NA,16.162,0.054,-90,90
109,1,109,450.253,552.273,32401.078,2,143,388.277,78.014,NA,8.159,0.027,-21.801,68.199
110,1,110,455.808,550.758,32701.088,2,248,394.035,75.66,NA,5.758,0.019,-15.255,6.546
111,1,111,453.788,542.172,33001.098,2,138,402.856,83.785,NA,8.82,0.029,-103.241,-87.985
112,1,112,438.636,535.101,33301.108,2,223,419.576,98.614,NA,16.72,0.056,-154.983,-51.743
113,1,113,428.03,532.576,33601.118,2,203,430.478,107.543,NA,10.903,0.036,-166.608,-11.624
114,1,114,419.949,529.04,33901.128,2,169,439.299,115.708,NA,8.82,0.029,-156.371,10.237
115,1,115,417.424,521.97,34201.138,2,152,446.807,122.536,NA,7.508,0.025,-109.654,46.717
116,1,116,408.838,510.354,34501.148,2,223,461.251,136.884,NA,14.445,0.048,-126.469,-16.815
117,1,117,403.283,506.818,34801.158,2,186,467.837,143.261,NA,6.585,0.022,-147.529,-21.06
118,1,118,402.778,502.273,35101.168,2,175,472.41,146.935,NA,4.573,0.015,-96.34,51.189
119,1,119,402.778,502.273,35401.178,2,192,472.41,146.935,NA,0,0,0,96.34
120,1,120,393.182,502.273,35701.188,2,118,482.006,153.564,NA,9.596,0.032,180,180
121,1,121,391.667,497.222,36001.198,2,255,487.279,158.226,NA,5.273,0.018,-106.699,73.301
122,1,122,391.667,491.667,36301.207,2,164,492.834,162.262,NA,5.556,0.019,-90,16.699
123,1,123,379.04,491.667,36601.217,2,187,505.461,171.081,NA,12.626,0.042,180,-90
124,1,124,379.04,491.667,36901.227,2,255,505.461,171.081,NA,0,0,0,-180
125,1,125,359.343,491.667,37201.237,2,125,525.158,185.719,NA,19.697,0.066,180,180
126,1,126,355.303,493.687,37501.247,2,255,529.675,187.566,NA,4.517,0.015,153.435,-26.565
127,1,127,349.747,491.667,37801.257,2,196,535.586,193.176,NA,5.911,0.02,-160.017,46.548
128,1,128,341.162,483.081,38101.267,2,187,547.729,205.235,NA,12.142,0.04,-135,25.017
129,1,129,330.051,482.576,38401.277,2,255,558.851,214.344,NA,11.123,0.037,-177.397,-42.397
130,1,130,337.121,486.616,38701.287,2,171,566.995,206.264,NA,8.144,0.027,29.745,-152.858
131,1,131,331.566,486.111,39001.297,2,183,572.573,211.023,NA,5.578,0.019,-174.806,155.45
132,1,132,330.556,486.111,39301.307,2,240,573.583,211.838,NA,1.01,0.003,180,-5.194
133,1,133,333.081,494.192,39601.317,2,145,582.05,205.101,NA,8.466,0.028,72.646,-107.354
134,1,134,338.636,487.121,39901.327,2,149,591.042,204.75,NA,8.992,0.03,-51.843,-124.489
135,1,135,341.667,488.636,40201.337,2,133,594.43,201.421,NA,3.388,0.011,26.565,78.408
136,1,136,335.606,483.586,40501.347,2,73,602.319,209.304,NA,7.889,0.026,-140.194,-166.759
137,1,137,343.687,476.515,40801.357,2,119,613.056,207.455,NA,10.738,0.036,-41.186,99.009
138,1,138,342.172,473.99,41101.367,2,109,616.001,210.247,NA,2.945,0.01,-120.964,-79.778
139,1,139,334.091,471.97,41401.377,2,110,624.331,217.728,NA,8.33,0.028,-165.964,-45
140,1,140,329.04,468.939,41701.387,2,139,630.221,223.553,NA,5.89,0.02,-149.036,16.928
141,1,141,317.424,474.495,42001.397,2,83,643.097,229.298,NA,12.876,0.043,154.44,-56.524
142,1,142,313.384,481.566,42301.407,2,82,651.241,228.484,NA,8.144,0.027,119.745,-34.695
143,2,1,483.586,725.505,0,2,36,0,0,NA,NA,NA,NA,NA
144,2,2,483.586,725.505,300.01,2,28,0,0,NA,0,0,0,NA
145,2,3,478.535,725.505,600.02,2,37,5.051,5.051,NA,5.051,0.017,180,180
146,2,4,478.535,725.505,900.03,2,35,5.051,5.051,NA,0,0,0,-180
147,2,5,478.535,725.505,1200.04,2,41,5.051,5.051,NA,0,0,0,0
148,2,6,473.99,725.505,1500.05,2,8,9.596,9.596,NA,4.545,0.015,180,180
149,2,7,465.404,730.556,1800.06,2,94,19.557,18.87,NA,9.961,0.033,149.534,-30.466
150,2,8,452.778,738.636,2100.07,2,91,34.548,33.49,NA,14.991,0.05,147.381,-2.154
151,2,9,443.687,743.687,2400.08,2,140,44.947,43.846,NA,10.4,0.035,150.945,3.565
152,2,10,443.687,743.687,2700.09,2,144,44.947,43.846,NA,0,0,0,-150.945
153,2,11,441.162,747.727,3000.1,2,211,49.712,47.892,NA,4.765,0.016,122.005,122.005
154,2,12,434.091,747.727,3300.11,2,177,56.783,54.255,NA,7.071,0.024,180,57.995
155,2,13,431.061,747.727,3600.12,2,141,59.813,57.033,NA,3.03,0.01,180,0
156,2,14,431.061,751.768,3900.13,2,169,63.854,58.725,NA,4.04,0.013,90,-90
157,2,15,431.061,751.768,4200.14,2,191,63.854,58.725,NA,0,0,0,-90
158,2,16,428.03,754.293,4500.15,2,236,67.798,62.571,NA,3.945,0.013,140.194,140.194
159,2,17,428.03,761.869,4800.16,2,92,75.374,66.398,NA,7.576,0.025,90,-50.194
160,2,18,428.03,762.879,5100.17,2,123,76.384,66.957,NA,1.01,0.003,90,0
161,2,19,428.03,764.899,5400.18,2,168,78.404,68.105,NA,2.02,0.007,90,0
162,2,20,419.444,771.97,5700.19,2,137,89.527,79.203,NA,11.123,0.037,140.528,50.528
163,2,21,418.939,771.97,6000.2,2,151,90.032,79.612,NA,0.505,0.002,180,39.472
164,2,22,415.909,771.97,6300.21,2,245,93.062,82.092,NA,3.03,0.01,180,0
165,2,23,415.909,779.545,6600.22,2,190,100.638,86.605,NA,7.576,0.025,90,-90
166,2,24,414.899,782.071,6900.23,2,212,103.358,88.981,NA,2.72,0.009,111.801,21.801
167,2,25,410.354,782.576,7200.24,2,239,107.931,92.844,NA,4.573,0.015,173.66,61.858
168,2,26,407.323,789.141,7500.249,2,140,115.162,99.326,NA,7.231,0.024,114.775,-58.885
169,2,27,404.293,789.141,7800.259,2,166,118.193,101.671,NA,3.03,0.01,180,65.225
170,2,28,395.707,789.141,8100.269,2,228,126.778,108.5,NA,8.586,0.029,180,0
171,2,29,391.162,794.697,8400.279,2,160,133.957,115.455,NA,7.178,0.024,129.289,-50.711
172,2,30,389.646,791.162,8700.289,2,109,137.803,114.61,NA,3.846,0.013,-113.199,117.512
173,2,31,389.646,790.657,9000.299,2,169,138.308,114.321,NA,0.505,0.002,-90,23.199
174,2,32,386.616,796.212,9300.309,2,180,144.636,120.011,NA,6.328,0.021,118.61,-151.39
175,2,33,386.616,796.212,9600.319,2,161,144.636,120.011,NA,0,0,0,-118.61
176,2,34,386.616,804.293,9900.329,2,163,152.717,124.943,NA,8.081,0.027,90,90
177,2,35,379.545,804.293,10200.339,2,117,159.788,130.506,NA,7.071,0.024,180,90
178,2,36,373.485,804.293,10500.349,2,207,165.848,135.387,NA,6.061,0.02,180,0
179,2,37,372.475,795.707,10800.359,2,132,174.493,131.431,NA,8.645,0.029,-96.71,83.29
180,2,38,372.475,795.707,11100.369,2,177,174.493,131.431,NA,0,0,0,96.71
181,2,39,368.939,794.192,11400.379,2,127,178.34,133.648,NA,3.846,0.013,-156.801,-156.801
182,2,40,361.869,795.707,11700.389,2,255,185.571,140.511,NA,7.231,0.024,167.905,-35.293
183,2,41,361.869,802.778,12000.399,2,255,192.642,144.174,NA,7.071,0.024,90,-77.905
184,2,42,361.869,806.313,12300.409,2,120,196.177,146.099,NA,3.535,0.012,90,0
185,2,43,361.869,806.313,12600.419,2,225,196.177,146.099,NA,0,0,0,-90
186,2,44,357.323,808.838,12900.429,2,249,201.377,151.283,NA,5.2,0.017,150.945,150.945
187,2,45,357.323,811.869,13200.439,2,232,204.407,152.974,NA,3.03,0.01,90,-60.945
188,2,46,352.778,813.384,13500.449,2,216,209.198,157.586,NA,4.791,0.016,161.565,71.565
189,2,47,349.242,821.465,13800.459,2,152,218.019,165.095,NA,8.82,0.029,113.629,-47.936
190,2,48,342.677,821.465,14100.469,2,99,224.584,170.481,NA,6.566,0.022,180,66.371
191,2,49,339.646,821.465,14400.479,2,133,227.615,172.994,NA,3.03,0.01,180,0
192,2,50,333.586,822.98,14700.489,2,212,233.862,178.889,NA,6.247,0.021,165.964,-14.036
193,2,51,327.525,822.98,15000.499,2,139,239.923,184.001,NA,6.061,0.02,180,14.036
194,2,52,327.525,822.98,15300.509,2,118,239.923,184.001,NA,0,0,0,-180
195,2,53,317.929,822.475,15600.519,2,255,249.532,191.951,NA,9.609,0.032,-176.987,-176.987
196,2,54,315.909,818.939,15900.529,2,207,253.604,191.952,NA,4.072,0.014,-119.745,57.242
197,2,55,315.909,811.364,16200.539,2,204,261.179,188.38,NA,7.576,0.025,-90,29.745
198,2,56,322.475,796.717,16500.549,2,255,277.23,176.148,NA,16.051,0.054,-65.854,24.146
199,2,57,322.475,790.152,16800.559,2,245,283.796,173.597,NA,6.566,0.022,-90,-24.146
200,2,58,322.475,782.071,17100.569,2,255,291.877,170.753,NA,8.081,0.027,-90,0
201,2,59,311.364,777.02,17400.579,2,255,304.082,179.762,NA,12.205,0.041,-155.556,-65.556
202,2,60,307.323,769.949,17700.589,2,255,312.225,181.78,NA,8.144,0.027,-119.745,35.811
203,2,61,307.323,769.949,18000.599,2,215,312.225,181.78,NA,0,0,0,119.745
204,2,62,307.323,769.949,18300.609,2,209,312.225,181.78,NA,0,0,0,0
205,2,63,307.323,774.495,18600.619,2,216,316.771,182.944,NA,4.545,0.015,90,90
206,2,64,301.263,774.495,18900.629,2,173,322.831,188.79,NA,6.061,0.02,180,90
207,2,65,303.283,778.03,19200.639,2,168,326.903,187.798,NA,4.072,0.014,60.255,-119.745
208,2,66,303.283,778.03,19500.649,2,157,326.903,187.798,NA,0,0,0,-60.255
209,2,67,303.283,778.03,19800.659,2,211,326.903,187.798,NA,0,0,0,0
210,2,68,297.727,778.03,20100.669,2,202,332.459,193.138,NA,5.556,0.019,180,180
211,2,69,297.727,776.01,20400.679,2,246,334.479,192.598,NA,2.02,0.007,-90,90
212,2,70,299.242,772.98,20700.689,2,244,337.867,190.358,NA,3.388,0.011,-63.435,26.565
213,2,71,303.788,772.98,21000.699,2,248,342.412,185.96,NA,4.545,0.015,0,63.435
214,2,72,303.788,772.475,21300.709,2,182,342.918,185.832,NA,0.505,0.002,-90,-90
215,2,73,303.788,772.475,21600.719,2,235,342.918,185.832,NA,0,0,0,90
216,2,74,304.293,772.475,21900.728,2,203,343.423,185.343,NA,0.505,0.002,0,0
217,2,75,308.838,772.475,22200.738,2,157,347.968,180.95,NA,4.545,0.015,0,0
218,2,76,310.859,772.475,22500.748,2,232,349.988,179,NA,2.02,0.007,0,0
219,2,77,310.354,769.949,22800.758,2,136,352.563,178.843,NA,2.575,0.009,-101.31,-101.31
220,2,78,310.354,769.949,23100.768,2,118,352.563,178.843,NA,0,0,0,101.31
221,2,79,302.778,769.444,23400.778,2,180,360.156,186.071,NA,7.593,0.025,-176.186,-176.186
222,2,80,301.768,761.869,23700.788,2,119,367.799,185.419,NA,7.643,0.025,-97.595,78.591
223,2,81,301.768,761.869,24000.798,2,104,367.799,185.419,NA,0,0,0,97.595
224,2,82,295.707,763.384,24300.808,2,110,374.046,191.659,NA,6.247,0.021,165.964,165.964
225,2,83,295.707,761.364,24600.818,2,79,376.066,191.27,NA,2.02,0.007,-90,104.036
226,2,84,286.111,761.364,24900.828,2,94,385.662,200.704,NA,9.596,0.032,180,-90
227,2,85,281.061,761.364,25200.838,2,115,390.713,205.675,NA,5.051,0.017,180,0
228,2,86,270.455,760.859,25500.848,2,102,401.331,216.044,NA,10.618,0.035,-177.274,2.726
229,2,87,255.808,757.828,25800.858,2,18,416.287,230.06,NA,14.957,0.05,-168.311,8.963
230,2,88,246.717,757.828,26100.868,2,13,425.378,239.064,NA,9.091,0.03,180,-11.689
231,2,89,240.152,747.727,26400.878,2,136,437.426,244.447,NA,12.047,0.04,-123.024,56.976
232,2,90,237.121,739.646,26700.888,2,158,446.056,246.87,NA,8.63,0.029,-110.556,12.468
233,2,91,234.596,734.596,27000.898,2,133,451.703,249.156,NA,5.647,0.019,-116.565,-6.009
234,2,92,228.03,730.556,27300.908,2,237,459.412,255.605,NA,7.709,0.026,-148.392,-31.827
235,2,93,237.626,717.929,27600.918,2,78,475.271,246.076,NA,15.859,0.053,-52.765,95.627
236,3,1,511.364,681.061,4800.16,2,70,0,0,NA,NA,NA,NA,NA
237,3,2,507.576,681.061,5100.17,2,92,3.788,3.788,NA,3.788,0.013,180,NA
238,3,3,504.924,683.712,5400.18,2,61,7.538,6.964,NA,3.75,0.012,135,-45
239,3,4,504.924,683.712,5700.19,2,84,7.538,6.964,NA,0,0,0,-135
240,3,5,501.515,679.545,6000.2,2,102,12.921,9.964,NA,5.384,0.018,-129.289,-129.289
241,3,6,498.864,672.727,6300.21,2,235,20.237,15.023,NA,7.316,0.024,-111.251,18.039
242,3,7,498.485,672.727,6600.22,2,161,20.616,15.34,NA,0.379,0.001,180,-68.749
243,3,8,498.485,666.288,6900.23,2,137,27.055,19.598,NA,6.439,0.021,-90,90
244,3,9,491.667,664.773,7200.24,2,148,34.04,25.559,NA,6.985,0.023,-167.471,-77.471
245,3,10,484.47,664.773,7500.249,2,89,41.237,31.442,NA,7.197,0.024,180,-12.529
246,3,11,483.712,659.47,7800.259,2,140,46.593,35.082,NA,5.357,0.018,-98.13,81.87
247,3,12,483.712,659.47,8100.269,2,240,46.593,35.082,NA,0,0,0,98.13
248,3,13,482.955,659.47,8400.279,2,125,47.351,35.683,NA,0.758,0.003,180,180
249,3,14,477.273,659.47,8700.289,2,217,53.033,40.353,NA,5.682,0.019,180,0
250,3,15,468.182,659.47,9000.299,2,173,62.124,48.279,NA,9.091,0.03,180,0
251,3,16,461.742,656.818,9300.309,2,97,69.088,55.226,NA,6.964,0.023,-157.62,22.38
252,3,17,461.364,656.439,9600.319,2,144,69.623,55.733,NA,0.536,0.002,-135,22.62
253,3,18,451.894,652.652,9900.329,2,216,79.823,65.907,NA,10.199,0.034,-158.199,-23.199
254,3,19,451.894,652.652,10200.339,2,255,79.823,65.907,NA,0,0,0,158.199
255,3,20,451.894,652.652,10500.349,2,241,79.823,65.907,NA,0,0,0,0
256,3,21,450.758,667.803,10800.359,2,170,95.017,62.039,NA,15.194,0.051,94.289,94.289
257,3,22,445.455,667.803,11100.369,2,110,100.32,67.229,NA,5.303,0.018,180,85.711
258,3,23,440.53,667.803,11400.379,2,192,105.244,72.063,NA,4.924,0.016,180,0
259,3,24,439.015,671.97,11700.389,2,125,109.677,72.917,NA,4.434,0.015,109.983,-70.017
260,3,25,433.712,676.515,12000.399,2,217,116.662,77.784,NA,6.985,0.023,139.399,29.416
261,3,26,430.682,678.409,12300.409,2,239,120.235,80.725,NA,3.573,0.012,147.995,8.596
262,3,27,428.409,674.621,12600.419,2,255,124.653,83.204,NA,4.417,0.015,-120.964,91.042
263,3,28,428.409,668.182,12900.429,2,196,131.092,83.948,NA,6.439,0.021,-90,30.964
264,3,29,425.758,668.182,13200.439,2,174,133.744,86.569,NA,2.652,0.009,180,-90
265,3,30,424.242,668.182,13500.449,2,255,135.259,88.068,NA,1.515,0.005,180,0
266,3,31,420.833,658.333,13800.459,2,255,145.681,93.34,NA,10.422,0.035,-109.093,70.907
267,3,32,410.606,653.788,14100.469,2,229,156.873,104.383,NA,11.192,0.037,-156.038,-46.944
268,3,33,403.788,652.273,14400.479,2,139,163.857,111.361,NA,6.985,0.023,-167.471,-11.434
269,3,34,405.303,645.833,14700.489,2,182,170.472,111.758,NA,6.615,0.022,-76.759,90.712
270,3,35,408.712,644.318,15000.499,2,255,174.203,109.029,NA,3.731,0.012,-23.962,52.797
271,3,36,417.803,644.318,15300.509,2,237,183.294,100.517,NA,9.091,0.03,0,23.962
272,3,37,417.803,642.803,15600.519,2,245,184.809,101.08,NA,1.515,0.005,-90,-90
273,3,38,417.803,634.848,15900.529,2,164,192.764,104.351,NA,7.955,0.027,-90,0
274,3,39,414.394,640.152,16200.539,2,245,199.068,105.246,NA,6.304,0.021,122.735,-147.265
275,3,40,414.394,640.152,16500.549,2,224,199.068,105.246,NA,0,0,0,-122.735
276,3,41,414.394,640.152,16800.559,2,210,199.068,105.246,NA,0,0,0,0
277,3,42,413.636,639.773,17100.569,2,237,199.915,106.091,NA,0.847,0.003,-153.435,-153.435
278,3,43,405.682,639.773,17400.579,2,207,207.869,113.461,NA,7.955,0.027,180,-26.565
279,3,44,405.682,641.288,17700.589,2,168,209.385,112.918,NA,1.515,0.005,90,-90
280,3,45,405.682,646.591,18000.599,2,248,214.688,111.161,NA,5.303,0.018,90,0
281,3,46,405.682,649.242,18300.609,2,255,217.339,110.368,NA,2.652,0.009,90,0
282,3,47,414.394,649.242,18600.619,2,212,226.051,102.056,NA,8.712,0.029,0,-90
283,3,48,409.47,645.076,18900.629,2,255,232.502,108.061,NA,6.451,0.022,-139.764,-139.764
284,3,49,409.47,644.697,19200.639,2,166,232.881,108.188,NA,0.379,0.001,-90,49.764
285,3,50,409.47,654.167,19500.649,2,255,242.35,105.383,NA,9.47,0.032,90,180
286,3,51,406.818,654.167,19800.659,2,255,245.002,107.949,NA,2.652,0.009,180,90
287,3,52,406.818,660.227,20100.669,2,255,251.062,106.601,NA,6.061,0.02,90,-90
288,3,53,406.818,660.227,20400.679,2,255,251.062,106.601,NA,0,0,0,-90
