Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
25,1,25,785.606,1147.727,7200.226,2,145,89.462,76.811,NA,8.586,0.029,90,0
26,1,26,785.606,1148.232,7500.235,2,117,89.967,77.279,NA,0.505,0.002,90,0
27,1,27,785.606,1148.232,7800.244,2,78,89.967,77.279,NA,0,0,0,-90
28,1,28,785.101,1156.313,8100.254,2,86,98.064,84.662,NA,8.097,0.027,93.576,93.576
29,1,29,784.596,1156.818,8400.263,2,103,98.778,84.972,NA,0.714,0.002,135,41.424
30,1,30,785.606,1156.818,8700.273,2,62,99.788,85.307,NA,1.01,0.003,0,-135
31,1,31,788.636,1160.354,9000.282,2,112,104.444,89.673,NA,4.656,0.016,49.399,49.399
32,1,32,791.162,1160.354,9300.291,2,94,106.97,90.6,NA,2.525,0.008,0,-49.399
33,1,33,802.778,1173.485,9600.301,2,165,124.502,107.31,NA,17.532,0.058,48.504,48.504
34,1,34,803.788,1173.485,9900.31,2,229,125.512,107.746,NA,1.01,0.003,0,-48.504
35,1,35,811.364,1179.04,10200.32,2,172,134.906,116.132,NA,9.394,0.031,36.254,36.254
36,1,36,811.364,1179.04,10500.329,2,142,134.906,116.132,NA,0,0,0,-36.254
37,1,37,815.404,1176.515,10800.338,2,99,139.671,115.898,NA,4.765,0.016,-32.005,-32.005
38,1,38,826.01,1176.515,11100.348,2,39,150.277,121.604,NA,10.606,0.035,0,32.005
39,1,39,843.182,1174.495,11400.357,2,166,167.567,130.609,NA,17.29,0.058,-6.71,-6.71
40,1,40,843.182,1174.495,11700.367,2,42,167.567,130.609,NA,0,0,0,6.71
41,1,41,840.657,1178.535,12000.376,2,163,172.332,132.049,NA,4.765,0.016,122.005,122.005
42,1,42,840.657,1182.071,12300.385,2,183,175.867,134.799,NA,3.535,0.012,90,-32.005
43,1,43,842.677,1185.606,12600.395,2,109,179.939,138.826,NA,4.072,0.014,60.255,-29.745
44,1,44,842.677,1190.657,12900.404,2,133,184.989,142.828,NA,5.051,0.017,90,29.745
45,1,45,842.677,1190.657,13200.414,2,90,184.989,142.828,NA,0,0,0,-90
46,1,46,855.808,1198.232,13500.423,2,110,200.149,156.889,NA,15.16,0.051,29.982,29.982
47,1,47,892.172,1190.152,13800.432,2,97,237.4,176.731,NA,37.251,0.124,-12.529,-42.51
48,1,48,910.859,1173.99,14100.442,2,110,262.106,182.29,NA,24.706,0.082,-40.855,-28.327
49,1,49,902.778,1186.111,14400.451,2,121,276.674,182.525,NA,14.568,0.049,123.69,164.545
50,1,50,902.778,1186.111,14700.461,2,229,276.674,182.525,NA,0,0,0,-123.69
51,1,51,899.747,1186.111,15000.47,2,119,279.704,180.111,NA,3.03,0.01,180,180
52,1,52,899.747,1186.111,15300.479,2,192,279.704,180.111,NA,0,0,0,-180
53,1,53,899.747,1191.162,15600.489,2,124,284.755,183.228,NA,5.051,0.017,90,90
54,1,54,906.313,1196.717,15900.498,2,63,293.356,191.826,NA,8.601,0.029,40.236,-49.764
55,1,55,911.364,1200.253,16200.508,2,103,299.52,197.978,NA,6.165,0.021,34.992,-5.244
56,1,56,911.364,1200.253,16500.517,2,138,299.52,197.978,NA,0,0,0,-34.992
57,1,57,915.909,1200.253,16800.526,2,106,304.066,201.546,NA,4.545,0.015,0,0
58,1,58,916.919,1195.707,17100.536,2,129,308.722,199.597,NA,4.656,0.016,-77.471,-77.471
59,1,59,916.919,1184.596,17400.545,2,161,319.833,193.168,NA,11.111,0.037,-90,-12.529
60,1,60,916.919,1207.828,17700.555,2,104,343.066,207.064,NA,23.232,0.077,90,180
61,1,61,919.444,1207.828,18000.564,2,65,345.591,209.023,NA,2.525,0.008,0,-90
62,1,62,919.444,1207.828,18300.573,2,78,345.591,209.023,NA,0,0,0,0
63,1,63,919.444,1207.828,18600.583,2,180,345.591,209.023,NA,0,0,0,0
64,1,64,920.455,1214.899,18900.592,2,120,352.733,214.306,NA,7.142,0.024,81.87,81.87
65,1,65,920.455,1214.899,19200.602,2,116,352.733,214.306,NA,0,0,0,-81.87
66,1,66,922.475,1208.838,19500.611,2,90,359.122,212.018,NA,6.388,0.021,-71.565,-71.565
67,1,67,922.475,1196.717,19800.62,2,99,371.243,204.672,NA,12.121,0.04,-90,-18.435
68,1,68,922.98,1201.263,20100.63,2,71,375.816,207.778,NA,4.573,0.015,83.66,173.66
69,1,69,927.02,1201.263,20400.639,2,110,379.857,211.023,NA,4.04,0.013,0,-83.66
70,1,70,927.02,1201.263,20700.649,2,127,379.857,211.023,NA,0,0,0,0
71,1,71,927.02,1201.263,21000.658,2,202,379.857,211.023,NA,0,0,0,0
72,1,72,927.02,1197.727,21300.667,2,111,383.392,208.952,NA,3.535,0.012,-90,-90
73,1,73,930.051,1189.646,21600.677,2,162,392.023,206.901,NA,8.63,0.029,-69.444,20.556
74,1,74,930.051,1196.717,21900.686,2,136,399.093,210.851,NA,7.071,0.024,90,159.444
75,1,75,930.051,1201.263,22200.696,2,111,403.639,213.475,NA,4.545,0.015,90,0
76,1,76,930.051,1201.263,22500.705,2,162,403.639,213.475,NA,0,0,0,-90
77,1,77,930.051,1201.263,22800.714,2,145,403.639,213.475,NA,0,0,0,0
78,1,78,930.051,1201.263,23100.724,2,116,403.639,213.475,NA,0,0,0,0
79,1,79,934.091,1201.263,23400.733,2,161,407.679,216.766,NA,4.04,0.013,0,0
80,1,80,935.606,1199.747,23700.743,2,127,409.822,217.144,NA,2.143,0.007,-45,-45
81,1,81,935.606,1203.283,24000.752,2,137,413.357,219.169,NA,3.535,0.012,90,135
82,1,82,935.606,1206.818,24300.761,2,104,416.893,221.233,NA,3.535,0.012,90,0
83,1,83,935.606,1206.818,24600.771,2,177,416.893,221.233,NA,0,0,0,-90
84,1,84,935.606,1206.818,24900.78,2,115,416.893,221.233,NA,0,0,0,0
85,1,85,935.606,1206.818,25200.79,2,7,416.893,221.233,NA,0,0,0,0
86,1,86,955.808,1196.212,25500.799,2,63,439.709,232.216,NA,22.817,0.076,-27.699,-27.699
87,1,87,959.343,1196.212,25800.808,2,112,443.245,235.253,NA,3.535,0.012,0,27.699
88,1,88,956.313,1201.263,26100.818,2,59,449.135,235.287,NA,5.89,0.02,120.964,120.964
89,1,89,956.313,1201.263,26400.827,2,118,449.135,235.287,NA,0,0,0,-120.964
90,1,90,967.929,1201.263,26700.837,2,152,460.751,245.214,NA,11.616,0.039,0,0
91,1,91,967.929,1201.263,27000.846,2,121,460.751,245.214,NA,0,0,0,0
92,1,92,969.949,1196.212,27300.855,2,165,466.19,244.443,NA,5.44,0.018,-68.199,-68.199
93,1,93,969.949,1196.212,27600.865,2,194,466.19,244.443,NA,0,0,0,68.199
94,1,94,973.99,1198.232,27900.874,2,153,470.708,248.955,NA,4.517,0.015,26.565,26.565
95,1,95,980.556,1198.232,28200.884,2,150,477.273,254.703,NA,6.566,0.022,0,-26.565
96,1,96,980.556,1198.232,28500.893,2,162,477.273,254.703,NA,0,0,0,0
97,1,97,980.556,1192.172,28800.902,2,182,483.334,251.863,NA,6.061,0.02,-90,-90
98,1,98,983.586,1192.172,29100.912,2,94,486.364,254.558,NA,3.03,0.01,0,90
99,1,99,983.586,1191.162,29400.921,2,81,487.374,254.101,NA,1.01,0.003,-90,-90
100,1,100,982.576,1186.111,29700.931,2,57,492.525,250.954,NA,5.151,0.017,-101.31,-11.31
101,1,101,982.576,1186.111,30000.94,2,115,492.525,250.954,NA,0,0,0,101.31
102,1,102,982.576,1186.111,30300.949,2,130,492.525,250.954,NA,0,0,0,0
103,1,103,982.071,1191.162,30600.959,2,130,497.601,252.75,NA,5.076,0.017,95.711,95.711
104,1,104,982.071,1191.162,30900.968,2,124,497.601,252.75,NA,0,0,0,-95.711
105,1,105,991.162,1191.162,31200.978,2,140,506.691,260.884,NA,9.091,0.03,0,0
106,1,106,991.667,1187.121,31500.987,2,110,510.763,259.591,NA,4.072,0.014,-82.875,-82.875
107,1,107,991.667,1187.121,31800.996,2,106,510.763,259.591,NA,0,0,0,82.875
108,1,108,989.141,1187.121,32101.006,2,123,513.289,257.309,NA,2.525,0.008,180,180
109,1,109,981.061,1187.121,32401.015,2,138,521.369,250.037,NA,8.081,0.027,180,0
110,1,110,980.556,1187.121,32701.025,2,124,521.874,249.584,NA,0.505,0.002,180,0
111,1,111,977.02,1182.576,33001.034,2,58,527.633,244.413,NA,5.758,0.019,-127.875,52.125
112,1,112,976.01,1182.576,33301.043,2,77,528.643,243.503,NA,1.01,0.003,180,-52.125
113,1,113,976.01,1191.162,33601.053,2,199,537.229,247.364,NA,8.586,0.029,90,-90
114,1,114,965.909,1191.162,33901.062,2,206,547.33,238.459,NA,10.101,0.034,180,90
115,1,115,947.727,1174.495,34201.072,2,106,571.995,214.584,NA,24.665,0.082,-137.49,42.51
116,1,116,946.212,1172.475,34501.081,2,147,574.52,212.317,NA,2.525,0.008,-126.87,10.62
117,1,117,952.778,1172.475,34801.09,2,255,581.086,218.194,NA,6.566,0.022,0,126.87
118,1,118,963.384,1173.485,35101.1,2,162,591.74,228.194,NA,10.654,0.036,5.44,5.44
119,1,119,977.525,1173.485,35401.109,2,77,605.881,241.07,NA,14.141,0.047,0,-5.44
120,1,120,977.525,1157.828,35701.119,2,196,621.538,235.209,NA,15.657,0.052,-90,-90
121,1,121,967.424,1165.909,36001.128,2,152,634.473,228.793,NA,12.936,0.043,141.34,-128.66
122,1,122,964.899,1168.939,36301.137,2,220,638.418,227.684,NA,3.945,0.013,129.806,-11.535
123,1,123,967.929,1168.939,36601.147,2,129,641.448,230.456,NA,3.03,0.01,0,-129.806
124,1,124,970.96,1159.848,36901.156,2,171,651.031,229.785,NA,9.583,0.032,-71.565,-71.565
125,1,125,971.97,1166.414,37201.166,2,70,657.674,233.178,NA,6.643,0.022,81.254,152.819
126,1,126,987.121,1166.414,37501.175,2,66,672.825,247.227,NA,15.152,0.051,0,-81.254
127,1,127,1012.374,1159.343,37801.184,2,64,699.049,268.643,NA,26.224,0.087,-15.642,-15.642
128,1,128,1015.404,1160.354,38101.194,2,125,702.243,271.837,NA,3.194,0.011,18.435,34.077
129,1,129,1036.111,1154.798,38401.203,2,127,723.683,290.056,NA,21.439,0.071,-15.018,-33.453
130,1,130,1041.162,1142.677,38701.213,2,121,736.814,291.939,NA,13.131,0.044,-67.38,-52.362
131,1,131,1042.677,1141.667,39001.222,2,132,738.635,293.189,NA,1.821,0.006,-33.69,33.69
132,1,132,1045.707,1150.758,39301.231,2,164,748.218,298.276,NA,9.583,0.032,71.565,105.255
133,1,133,1049.242,1155.303,39601.241,2,63,753.976,302.852,NA,5.758,0.019,52.125,-19.44
134,1,134,1057.828,1153.788,39901.25,2,137,762.695,310.77,NA,8.719,0.029,-10.008,-62.133
135,1,135,1057.828,1153.788,40201.26,2,145,762.695,310.77,NA,0,0,0,10.008
136,1,136,1065.404,1156.818,40501.269,2,103,770.854,318.863,NA,8.159,0.027,21.801,21.801
137,1,137,1068.939,1148.232,40801.278,2,118,780.139,320.255,NA,9.285,0.031,-67.62,-89.421
138,1,138,1080.051,1142.172,41101.288,2,170,792.796,329.833,NA,12.657,0.042,-28.61,39.009
139,1,139,1080.556,1142.677,41401.297,2,159,793.51,330.429,NA,0.714,0.002,45,73.61
140,1,140,1087.626,1142.677,41701.307,2,156,800.581,337.359,NA,7.071,0.024,0,-45
141,1,141,1088.636,1142.677,42001.316,2,76,801.591,338.35,NA,1.01,0.003,0,0
142,1,142,1102.778,1142.677,42301.325,2,165,815.732,352.229,NA,14.141,0.047,0,0
143,1,143,1113.384,1137.626,42601.335,2,90,827.479,361.765,NA,11.747,0.039,-25.463,-25.463
144,1,144,1114.899,1137.626,42901.344,2,170,828.994,363.258,NA,1.515,0.005,0,25.463
145,1,145,1119.444,1138.131,43201.354,2,114,833.568,367.824,NA,4.573,0.015,6.34,6.34
146,1,146,1128.03,1147.727,43501.363,2,102,846.444,377.981,NA,12.876,0.043,48.18,41.84
147,1,147,1138.636,1155.303,43801.372,2,153,859.478,389.862,NA,13.034,0.043,35.538,-12.642
148,1,148,1144.697,1155.808,44101.382,2,85,865.56,395.901,NA,6.082,0.02,4.764,-30.774
149,1,149,1150.253,1155.808,44401.391,2,96,871.115,401.345,NA,5.556,0.019,0,-4.764
150,1,150,1163.889,1165.909,44701.401,2,115,888.085,416.771,NA,16.97,0.057,36.529,36.529
151,1,151,1171.97,1167.929,45001.41,2,155,896.415,425.097,NA,8.33,0.028,14.036,-22.493
152,1,152,1171.97,1167.929,45301.419,2,106,896.415,425.097,NA,0,0,0,-14.036
153,1,153,1183.081,1167.929,45601.429,2,138,907.526,435.955,NA,11.111,0.037,0,0
154,1,154,1192.677,1168.939,45901.438,2,98,917.175,445.55,NA,9.649,0.032,6.009,6.009
155,1,155,1196.717,1172.475,46201.448,2,170,922.544,450.244,NA,5.369,0.018,41.186,35.177
156,1,156,1196.717,1172.475,46501.457,2,145,922.544,450.244,NA,0,0,0,-41.186
157,1,157,1206.818,1172.475,46801.466,2,153,932.645,460.118,NA,10.101,0.034,0,0
158,1,158,1209.848,1178.535,47101.476,2,151,939.421,464.375,NA,6.776,0.023,63.435,63.435
159,1,159,1217.929,1182.576,47401.485,2,82,948.455,473.151,NA,9.035,0.03,26.565,-36.87
160,1,160,1225,1193.687,47701.495,2,70,961.625,482.621,NA,13.17,0.044,57.529,30.964
161,1,161,1228.535,1197.727,48001.504,2,81,966.994,487.042,NA,5.369,0.018,48.814,-8.715
162,1,162,1235.101,1193.687,48301.513,2,105,974.703,492.426,NA,7.709,0.026,-31.608,-80.422
163,1,163,1233.081,1193.687,48601.523,2,113,976.723,490.464,NA,2.02,0.007,180,-148.392
164,1,164,1232.071,1193.687,48901.532,2,142,977.734,489.484,NA,1.01,0.003,180,0
165,1,165,1232.071,1198.232,49201.542,2,204,982.279,490.592,NA,4.545,0.015,90,-90
166,1,166,1249.242,1200.758,49501.551,2,106,999.635,507.856,NA,17.356,0.058,8.366,-81.634
167,1,167,1257.323,1211.364,49801.56,2,77,1012.969,518.353,NA,13.334,0.044,52.696,44.33
168,1,168,1266.919,1217.929,50101.57,2,50,1024.596,529.34,NA,11.627,0.039,34.38,-18.316
169,1,169,1266.919,1217.929,50401.579,2,113,1024.596,529.34,NA,0,0,0,-34.38
170,1,170,1273.99,1226.515,50701.589,2,99,1035.719,538.485,NA,11.123,0.037,50.528,50.528
171,1,171,1275,1234.091,51001.598,2,130,1043.362,541.611,NA,7.643,0.025,82.405,31.878
172,1,172,1277.02,1236.616,51301.607,2,122,1046.596,544.282,NA,3.234,0.011,51.34,-31.065
173,1,173,1280.051,1236.616,51601.617,2,170,1049.626,547.179,NA,3.03,0.01,0,-51.34
174,1,174,1280.051,1236.616,51901.626,2,172,1049.626,547.179,NA,0,0,0,0
175,1,175,1285.101,1236.616,52201.635,2,114,1054.676,552.01,NA,5.051,0.017,0,0
176,1,176,1285.101,1236.616,52501.645,2,153,1054.676,552.01,NA,0,0,0,0
177,1,177,1285.101,1236.616,52801.654,2,130,1054.676,552.01,NA,0,0,0,0
178,1,178,1285.101,1241.162,53101.664,2,213,1059.222,553.345,NA,4.545,0.015,90,90
179,1,179,1291.667,1247.222,53401.673,2,81,1068.157,561.43,NA,8.935,0.03,42.709,-47.291
180,1,180,1291.667,1247.222,53701.682,2,116,1068.157,561.43,NA,0,0,0,-42.709
181,1,181,1291.667,1247.222,54001.692,2,64,1068.157,561.43,NA,0,0,0,0
182,1,182,1290.657,1247.222,54301.701,2,100,1069.167,560.468,NA,1.01,0.003,180,180
183,1,183,1284.091,1241.667,54601.711,2,70,1077.768,552.532,NA,8.601,0.029,-139.764,40.236
184,1,184,1284.091,1236.616,54901.72,2,141,1082.818,551.043,NA,5.051,0.017,-90,49.764
185,1,185,1284.091,1235.606,55201.729,2,130,1083.828,550.751,NA,1.01,0.003,-90,0
186,1,186,1284.091,1234.091,55501.739,2,99,1085.344,550.315,NA,1.515,0.005,-90,0
187,1,187,1284.091,1234.091,55801.748,2,122,1085.344,550.315,NA,0,0,0,90
188,1,188,1294.697,1239.646,56101.758,2,160,1097.317,562.072,NA,11.973,0.04,27.646,27.646
189,1,189,1301.263,1245.202,56401.767,2,81,1105.917,569.978,NA,8.601,0.029,40.236,12.59
190,1,190,1301.263,1245.202,56701.776,2,165,1105.917,569.978,NA,0,0,0,-40.236
191,1,191,1301.263,1250.758,57001.786,2,82,1111.473,571.647,NA,5.556,0.019,90,90
192,1,192,1299.747,1255.303,57301.795,2,68,1116.264,571.609,NA,4.791,0.016,108.435,18.435
193,1,193,1299.747,1255.303,57601.805,2,51,1116.264,571.609,NA,0,0,0,-108.435
194,1,194,1299.747,1259.343,57901.814,2,84,1120.305,572.886,NA,4.04,0.013,90,90
195,1,195,1299.747,1259.343,58201.823,2,111,1120.305,572.886,NA,0,0,0,-90
196,1,196,1305.808,1257.828,58501.833,2,70,1126.552,578.156,NA,6.247,0.021,-14.036,-14.036
197,1,197,1307.323,1257.828,58801.842,2,52,1128.067,579.595,NA,1.515,0.005,0,14.036
198,1,198,1307.828,1257.828,59101.852,2,61,1128.572,580.075,NA,0.505,0.002,0,0
199,1,199,1307.828,1254.293,59401.861,2,90,1132.107,578.979,NA,3.535,0.012,-90,-90
200,1,200,1311.364,1254.798,59701.87,2,75,1135.679,582.499,NA,3.571,0.012,8.13,98.13
201,1,201,1315.909,1262.879,60001.88,2,101,1144.95,589.334,NA,9.271,0.031,60.642,52.512
202,1,202,1315.909,1262.879,60301.889,2,133,1144.95,589.334,NA,0,0,0,-60.642
203,1,203,1322.98,1269.444,60601.899,2,151,1154.599,598.131,NA,9.649,0.032,42.879,42.879
204,1,204,1327.525,1277.02,60901.908,2,44,1163.434,604.904,NA,8.835,0.029,59.036,16.157
205,1,205,1327.525,1277.02,61201.917,2,160,1163.434,604.904,NA,0,0,0,-59.036
206,1,206,1335.101,1283.081,61501.927,2,44,1173.136,614.069,NA,9.702,0.032,38.66,38.66
207,1,207,1336.616,1286.111,61801.936,2,114,1176.523,616.519,NA,3.388,0.011,63.435,24.775
208,1,208,1339.646,1291.162,62101.946,2,99,1182.413,621.097,NA,5.89,0.02,59.036,-4.399
209,1,209,1343.687,1294.697,62401.955,2,94,1187.782,626.114,NA,5.369,0.018,41.186,-17.85
210,1,210,1362.879,1318.939,62701.964,2,59,1218.702,652.747,NA,30.92,0.103,51.633,10.447
211,1,211,1371.97,1326.515,63001.974,2,51,1230.535,664.012,NA,11.834,0.039,39.806,-11.827
212,1,212,1375,1326.515,63301.983,2,125,1233.566,666.82,NA,3.03,0.01,0,-39.806
213,1,213,1376.515,1329.545,63601.993,2,64,1236.954,669.364,NA,3.388,0.011,63.435,63.435
214,1,214,1376.515,1329.545,63902.002,2,53,1236.954,669.364,NA,0,0,0,-63.435
215,1,215,1376.515,1329.545,64202.011,2,38,1236.954,669.364,NA,0,0,0,0
216,1,216,1376.515,1329.545,64502.021,2,60,1236.954,669.364,NA,0,0,0,0
217,1,217,1376.515,1329.545,64802.03,2,54,1236.954,669.364,NA,0,0,0,0
218,1,218,1376.515,1329.545,65102.04,2,27,1236.954,669.364,NA,0,0,0,0
219,1,219,1379.545,1325.505,65402.049,2,131,1242.004,670.66,NA,5.051,0.017,-53.13,-53.13
220,1,220,1379.545,1329.545,65702.058,2,38,1246.045,672.171,NA,4.04,0.013,90,143.13
221,1,221,1380.556,1333.081,66002.068,2,26,1249.721,674.444,NA,3.677,0.012,74.055,-15.945
222,1,222,1377.525,1333.081,66302.077,2,51,1252.752,671.642,NA,3.03,0.01,180,105.945
223,1,223,1376.515,1333.081,66602.087,2,52,1253.762,670.709,NA,1.01,0.003,180,0
224,1,224,1376.515,1335.606,66902.096,2,79,1256.287,671.679,NA,2.525,0.008,90,-90
225,1,225,1368.434,1330.556,67202.105,2,65,1265.816,662.277,NA,9.529,0.032,-147.995,122.005
226,1,226,1362.374,1332.071,67502.115,2,58,1272.064,657.272,NA,6.247,0.021,165.964,-46.042
227,2,1,726.515,1079.545,3900.122,2,37,0,0,NA,NA,NA,NA,NA
228,2,2,726.515,1085.606,4200.132,2,142,6.061,6.061,NA,6.061,0.02,90,NA
229,2,3,732.071,1091.162,4500.141,2,190,13.917,12.876,NA,7.857,0.026,45,-45
230,2,4,733.586,1092.172,4800.15,2,94,15.738,14.471,NA,1.821,0.006,33.69,-11.31
231,2,5,733.586,1098.737,5100.16,2,11,22.304,20.453,NA,6.566,0.022,90,56.31
232,2,6,733.586,1098.737,5400.169,2,141,22.304,20.453,NA,0,0,0,-90
233,2,7,733.586,1105.303,5700.179,2,119,28.87,26.71,NA,6.566,0.022,90,90
234,2,8,733.586,1105.303,6000.188,2,143,28.87,26.71,NA,0,0,0,-90
235,2,9,731.061,1109.343,6300.197,2,115,33.634,30.143,NA,4.765,0.016,122.005,122.005
236,2,10,731.061,1109.343,6600.207,2,89,33.634,30.143,NA,0,0,0,-122.005
237,2,11,731.061,1119.444,6900.216,2,120,43.735,40.157,NA,10.101,0.034,90,90
238,2,12,731.061,1125,7200.226,2,182,49.291,45.681,NA,5.556,0.019,90,0
239,2,13,730.556,1128.03,7500.235,2,135,52.363,48.653,NA,3.072,0.01,99.462,9.462
240,2,14,730.556,1128.03,7800.244,2,144,52.363,48.653,NA,0,0,0,-99.462
241,2,15,730.556,1131.061,8100.254,2,110,55.393,51.673,NA,3.03,0.01,90,90
242,2,16,730.556,1131.566,8400.263,2,150,55.898,52.177,NA,0.505,0.002,90,0
243,2,17,731.061,1139.646,8700.273,2,156,63.995,60.273,NA,8.097,0.027,86.424,-3.576
244,2,18,735.101,1144.697,9000.282,2,169,70.463,65.715,NA,6.468,0.022,51.34,-35.083
245,2,19,735.101,1144.697,9300.291,2,51,70.463,65.715,NA,0,0,0,-51.34
246,2,20,738.131,1150.253,9600.301,2,149,76.791,71.655,NA,6.328,0.021,61.39,61.39
247,2,21,738.131,1150.253,9900.31,2,158,76.791,71.655,NA,0,0,0,-61.39
248,2,22,738.131,1153.283,10200.32,2,88,79.821,74.647,NA,3.03,0.01,90,90
249,2,23,742.172,1163.384,10500.329,2,120,90.7,85.288,NA,10.879,0.036,68.199,-21.801
250,2,24,745.202,1170.455,10800.338,2,107,98.393,92.81,NA,7.693,0.026,66.801,-1.397
251,2,25,747.727,1177.525,11100.348,2,157,105.901,100.25,NA,7.508,0.025,70.346,3.545
252,2,26,747.727,1177.525,11400.357,2,155,105.901,100.25,NA,0,0,0,-70.346
253,2,27,747.727,1177.525,11700.367,2,166,105.901,100.25,NA,0,0,0,0
254,2,28,747.727,1181.061,12000.376,2,186,109.437,103.708,NA,3.535,0.012,90,90
255,2,29,745.707,1186.616,12300.385,2,147,115.348,108.777,NA,5.911,0.02,109.983,19.983
256,2,30,739.646,1186.616,12600.395,2,145,121.409,107.873,NA,6.061,0.02,180,70.017
257,2,31,735.101,1186.111,12900.404,2,105,125.982,106.911,NA,4.573,0.015,-173.66,6.34
258,2,32,735.101,1184.596,13200.414,2,235,127.497,105.401,NA,1.515,0.005,-90,83.66
259,2,33,735.101,1184.596,13500.423,2,156,127.497,105.401,NA,0,0,0,90
260,2,34,738.131,1184.596,13800.432,2,179,130.527,105.691,NA,3.03,0.01,0,0
261,2,35,738.131,1184.596,14100.442,2,169,130.527,105.691,NA,0,0,0,0
262,2,36,738.131,1182.071,14400.451,2,126,133.053,103.181,NA,2.525,0.008,-90,-90
263,2,37,741.667,1182.071,14700.461,2,124,136.588,103.639,NA,3.535,0.012,0,90
264,2,38,742.677,1187.121,15000.47,2,113,141.739,108.783,NA,5.151,0.017,78.69,78.69
265,2,39,744.192,1187.626,15300.479,2,166,143.336,109.517,NA,1.597,0.005,18.435,-60.255
266,2,40,749.242,1191.162,15600.489,2,212,149.501,113.907,NA,6.165,0.021,34.992,16.557
267,2,41,752.778,1196.212,15900.498,2,92,155.666,119.586,NA,6.165,0.021,55.008,20.016
268,2,42,752.778,1196.212,16200.508,2,170,155.666,119.586,NA,0,0,0,-55.008
269,2,43,752.778,1204.293,16500.517,2,163,163.746,127.482,NA,8.081,0.027,90,90
270,2,44,752.778,1204.293,16800.526,2,139,163.746,127.482,NA,0,0,0,-90
271,2,45,752.778,1205.808,17100.536,2,119,165.262,128.965,NA,1.515,0.005,90,90
272,2,46,755.303,1210.354,17400.545,2,136,170.461,133.938,NA,5.2,0.017,60.945,-29.055
273,2,47,755.303,1206.313,17700.555,2,172,174.502,129.995,NA,4.04,0.013,-90,-150.945
274,2,48,757.323,1206.313,18000.564,2,155,176.522,130.458,NA,2.02,0.007,0,90
275,2,49,772.475,1219.444,18300.573,2,155,196.572,147.255,NA,20.05,0.067,40.914,40.914
276,2,50,789.141,1234.091,18600.583,2,133,218.76,166.752,NA,22.188,0.074,41.309,0.394
277,2,51,790.152,1238.636,18900.592,2,127,223.416,171.346,NA,4.656,0.016,77.471,36.163
278,2,52,789.646,1248.737,19200.602,2,81,233.53,180.586,NA,10.114,0.034,92.862,15.391
279,2,53,789.646,1248.737,19500.611,2,58,233.53,180.586,NA,0,0,0,-92.862
280,2,54,790.657,1255.303,19800.62,2,74,240.173,187.096,NA,6.643,0.022,81.254,81.254
281,2,55,793.182,1257.828,20100.63,2,71,243.744,190.34,NA,3.571,0.012,45,-36.254
