Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
49,2,17,461.247,421.056,7500.275,2,10,157.146,141.333,NA,9.388,0.031,-136.637,-40.926
50,2,18,454.801,394.136,7800.286,2,8,184.827,168.58,NA,27.681,0.092,-103.465,33.171
51,2,19,451.389,389.207,8100.297,2,27,190.822,174.45,NA,5.995,0.02,-124.695,-21.23
52,2,20,454.043,387.69,8400.308,2,19,193.879,174.827,NA,3.057,0.01,-29.745,94.95
53,2,21,451.389,384.657,8700.319,2,26,197.909,178.642,NA,4.031,0.013,-131.186,-101.441
54,2,22,451.389,366.836,9000.33,2,18,215.73,195.215,NA,17.82,0.059,-90,41.186
55,2,23,446.08,358.495,9300.341,2,23,225.617,204.901,NA,9.887,0.033,-122.471,-32.471
56,2,24,447.597,350.912,9600.352,2,6,233.35,211.466,NA,7.733,0.026,-78.69,43.781
57,2,25,444.564,343.707,9900.363,2,7,241.167,219.274,NA,7.817,0.026,-112.834,-34.144
58,2,26,439.635,333.47,10200.374,2,18,252.529,230.585,NA,11.362,0.038,-115.71,-2.876
59,2,27,436.601,322.095,10500.385,2,13,264.301,242.306,NA,11.772,0.039,-104.931,10.779
60,2,28,431.672,308.825,10800.396,2,17,278.458,256.462,NA,14.156,0.047,-110.376,-5.445
61,2,29,434.326,299.725,11100.406,2,17,287.937,264.151,NA,9.479,0.032,-73.74,36.637
62,2,30,434.326,294.417,11400.417,2,19,293.245,269.177,NA,5.308,0.018,-90,-16.26
63,2,31,443.805,294.417,11700.428,2,36,302.724,266.312,NA,9.479,0.032,0,90
64,2,32,443.805,285.317,12000.439,2,18,311.824,275.043,NA,9.1,0.03,-90,-90
65,2,33,439.256,265.601,12300.45,2,23,332.058,295.25,NA,20.234,0.067,-102.995,-12.995
66,2,34,444.943,258.776,12600.461,2,11,340.942,300.349,NA,8.884,0.03,-50.194,52.8
67,2,35,441.91,242.851,12900.472,2,8,357.153,316.528,NA,16.211,0.054,-100.784,-50.59
68,2,36,431.293,228.822,13200.483,2,16,374.746,332.812,NA,17.593,0.059,-127.117,-26.333
69,2,37,430.535,224.652,13500.494,2,9,378.985,337.035,NA,4.239,0.014,-100.305,26.812
70,2,38,428.639,217.448,13800.505,2,12,386.435,344.484,NA,7.449,0.025,-104.744,-4.439
71,2,39,432.052,209.485,14100.516,2,28,395.097,351.297,NA,8.663,0.029,-66.801,37.942
72,2,40,422.193,204.177,14400.527,2,11,406.294,358.999,NA,11.196,0.037,-151.699,-84.898
73,2,41,422.193,204.177,14700.538,2,13,406.294,358.999,NA,0,0,0,151.699
74,2,42,422.193,201.902,15000.549,2,12,408.569,361.188,NA,2.275,0.008,-90,-90
75,2,43,422.193,193.94,15300.56,2,17,416.531,368.859,NA,7.962,0.027,-90,0
76,2,44,426.743,188.632,15600.571,2,15,423.522,372.816,NA,6.991,0.023,-49.399,40.601
77,2,45,425.606,186.357,15900.582,2,13,426.066,375.303,NA,2.543,0.008,-116.565,-67.166
78,3,1,466.176,560.207,4800.176,2,15,0,0,NA,NA,NA,NA,NA
79,3,2,460.868,552.245,5100.187,2,23,9.57,9.57,NA,9.57,0.032,-123.69,NA
80,3,3,456.318,540.87,5400.198,2,34,21.821,21.705,NA,12.251,0.041,-111.801,11.889
81,3,4,456.318,540.87,5700.209,2,21,21.821,21.705,NA,0,0,0,111.801
82,3,5,448.355,532.529,6000.22,2,16,33.352,32.919,NA,11.532,0.038,-133.668,-133.668
83,3,6,442.668,517.362,6300.231,2,33,49.55,48.87,NA,16.198,0.054,-110.556,23.112
84,3,7,445.701,513.571,6600.242,2,20,54.405,50.933,NA,4.856,0.016,-51.34,59.216
85,3,8,446.08,509.779,6900.253,2,11,58.216,54.285,NA,3.81,0.013,-84.289,-32.949
86,3,9,438.118,509.021,7200.264,2,29,66.214,58.372,NA,7.998,0.027,-174.56,-90.27
87,3,10,435.843,507.883,7500.275,2,28,68.758,60.48,NA,2.543,0.008,-153.435,21.125
88,3,11,422.573,465.797,7800.286,2,22,112.887,103.993,NA,44.129,0.147,-107.501,45.934
89,3,12,419.16,462.763,8100.297,2,20,117.453,108.193,NA,4.566,0.015,-138.366,-30.866
90,3,13,413.094,457.455,8400.308,2,14,125.514,115.653,NA,8.061,0.027,-138.814,-0.448
91,3,14,417.643,456.318,8700.319,2,11,130.204,114.667,NA,4.69,0.016,-14.036,124.778
92,3,15,417.643,456.318,9000.33,2,24,130.204,114.667,NA,0,0,0,14.036
93,3,16,401.719,436.981,9300.341,2,15,155.254,139.067,NA,25.05,0.083,-129.472,-129.472
94,3,17,404.752,433.947,9600.352,2,14,159.544,140.408,NA,4.29,0.014,-45,84.472
95,3,18,400.202,425.606,9900.363,2,27,169.045,149.9,NA,9.502,0.032,-118.61,-73.61
96,3,19,397.169,426.743,10200.374,2,32,172.285,150.248,NA,3.24,0.011,159.444,-81.946
97,3,20,389.965,426.743,10500.385,2,23,179.489,153.69,NA,7.204,0.024,180,20.556
98,3,21,383.14,413.852,10800.396,2,17,194.076,168.27,NA,14.587,0.049,-117.897,62.103
99,3,22,383.14,399.065,11100.406,2,13,208.863,181.278,NA,14.787,0.049,-90,27.897
100,3,23,383.14,399.065,11400.417,2,15,208.863,181.278,NA,0,0,0,90
101,3,24,389.965,394.515,11700.428,2,20,217.065,182.379,NA,8.202,0.027,-33.69,-33.69
102,3,25,396.79,387.69,12000.439,2,30,226.717,185.948,NA,9.652,0.032,-45,-11.31
103,3,26,396.411,367.595,12300.45,2,14,246.816,204.858,NA,20.099,0.067,-91.081,-46.081
104,3,27,400.202,352.428,12600.461,2,16,262.449,218.002,NA,15.633,0.052,-75.964,15.117
105,3,28,399.444,333.849,12900.472,2,19,281.043,235.989,NA,18.594,0.062,-92.337,-16.374
106,3,29,399.823,317.546,13200.483,2,10,297.352,251.57,NA,16.308,0.054,-88.668,3.67
107,3,30,406.269,317.546,13500.494,2,21,303.797,249.947,NA,6.446,0.021,0,88.668
108,3,31,408.165,287.592,13800.505,2,20,333.811,278.719,NA,30.013,0.1,-86.379,-86.379
109,3,32,389.207,263.326,14100.516,2,11,364.604,306.697,NA,30.794,0.103,-127.999,-41.62
110,3,33,381.623,226.547,14400.527,2,15,402.156,344.206,NA,37.552,0.125,-101.65,26.348
111,3,34,383.14,209.485,14700.538,2,16,419.286,360.418,NA,17.129,0.057,-84.92,16.73
112,3,35,374.419,204.177,15000.549,2,7,429.495,367.664,NA,10.209,0.034,-148.671,-63.751
113,3,36,374.419,211.76,15300.56,2,22,437.078,360.326,NA,7.583,0.025,90,-121.329
114,3,37,366.457,212.519,15600.571,2,11,445.077,361.706,NA,7.998,0.027,174.56,84.56
115,3,38,366.078,212.519,15900.582,2,10,445.456,361.811,NA,0.379,0.001,180,5.44
116,3,39,354.703,209.106,16200.593,2,10,457.331,368.372,NA,11.876,0.04,-163.301,16.699
117,4,1,362.286,568.738,4800.176,2,11,0,0,NA,NA,NA,NA,NA
118,4,2,358.305,568.738,5100.187,2,18,3.981,3.981,NA,3.981,0.013,180,NA
119,4,3,354.324,563.62,5400.198,2,25,10.466,9.466,NA,6.485,0.022,-127.875,52.125
120,4,4,350.912,563.62,5700.209,2,13,13.878,12.473,NA,3.412,0.011,180,-52.125
121,4,5,352.618,560.776,6000.22,2,17,17.194,12.525,NA,3.316,0.011,-59.036,120.964
122,4,6,360.011,558.501,6300.231,2,12,24.93,10.487,NA,7.736,0.026,-17.103,41.934
123,4,7,360.011,547.695,6600.242,2,9,35.736,21.166,NA,10.806,0.036,-90,-72.897
124,4,8,353.755,536.32,6900.253,2,15,48.718,33.522,NA,12.982,0.043,-118.811,-28.811
125,4,9,346.362,536.32,7200.264,2,14,56.111,36.118,NA,7.394,0.025,180,-61.189
126,4,10,346.362,523.239,7500.275,2,19,69.192,48.205,NA,13.081,0.044,-90,90
127,4,11,347.499,522.67,7800.286,2,38,70.464,48.383,NA,1.272,0.004,-26.565,63.435
128,4,12,342.38,519.827,8100.297,2,100,76.32,52.807,NA,5.856,0.02,-150.945,-124.38
129,4,13,342.38,519.827,8400.308,2,36,76.32,52.807,NA,0,0,0,150.945
130,4,14,342.38,532.908,8700.319,2,40,89.401,40.989,NA,13.081,0.044,90,90
131,4,15,345.793,531.77,9000.33,2,54,92.998,40.48,NA,3.597,0.012,-18.435,-108.435
132,4,16,350.343,526.083,9300.341,2,73,100.281,44.296,NA,7.283,0.024,-51.34,-32.905
133,4,17,353.186,526.083,9600.352,2,68,103.125,43.615,NA,2.844,0.009,0,51.34
134,4,18,353.186,526.083,9900.363,2,77,103.125,43.615,NA,0,0,0,0
135,4,19,353.186,526.083,10200.374,2,70,103.125,43.615,NA,0,0,0,0
136,4,20,352.618,515.846,10500.385,2,18,113.378,53.769,NA,10.253,0.034,-93.18,-93.18
137,4,21,345.793,512.433,10800.396,2,44,121.008,58.671,NA,7.63,0.025,-153.435,-60.255
138,4,22,345.793,510.158,11100.406,2,16,123.283,60.858,NA,2.275,0.008,-90,63.435
139,4,23,354.893,523.808,11400.417,2,59,139.688,45.535,NA,16.405,0.055,56.31,146.31
140,4,24,358.874,523.808,11700.428,2,44,143.669,45.06,NA,3.981,0.013,0,-56.31
141,4,25,358.874,520.964,12000.439,2,58,146.513,47.896,NA,2.844,0.009,-90,-90
142,4,26,358.874,520.964,12300.45,2,48,146.513,47.896,NA,0,0,0,90
143,4,27,358.874,516.983,12600.461,2,21,150.494,51.868,NA,3.981,0.013,-90,-90
144,4,28,358.874,516.983,12900.472,2,21,150.494,51.868,NA,0,0,0,90
145,4,29,358.874,516.983,13200.483,2,11,150.494,51.868,NA,0,0,0,0
146,4,30,357.736,501.627,13500.494,2,17,165.892,67.265,NA,15.398,0.051,-94.236,-94.236
147,4,31,357.736,497.646,13800.505,2,14,169.873,71.238,NA,3.981,0.013,-90,4.236
148,4,32,353.755,503.902,14100.516,2,18,177.289,65.395,NA,7.415,0.025,122.471,-147.529
149,4,33,358.874,511.864,14400.527,2,15,186.755,56.976,NA,9.466,0.032,57.265,-65.206
150,4,34,366.836,511.864,14700.538,2,20,194.717,57.056,NA,7.962,0.027,0,-57.265
151,4,35,366.836,510.158,15000.549,2,18,196.423,58.756,NA,1.706,0.006,-90,-90
152,4,36,366.836,513.002,15300.56,2,34,199.267,55.922,NA,2.844,0.009,90,180
153,4,37,366.836,507.883,15600.571,2,41,204.385,61.025,NA,5.119,0.017,-90,-180
154,4,38,369.68,517.552,15900.582,2,21,214.463,51.718,NA,10.078,0.034,73.61,163.61
155,4,39,374.799,517.552,16200.593,2,13,219.582,52.694,NA,5.119,0.017,0,-73.61
156,4,40,370.817,529.495,16500.604,2,15,232.172,40.16,NA,12.59,0.042,108.435,108.435
157,4,41,370.817,531.77,16800.615,2,17,234.447,37.94,NA,2.275,0.008,90,-18.435
158,4,42,370.817,516.983,17100.626,2,26,249.234,52.454,NA,14.787,0.049,-90,-180
159,4,43,378.78,520.964,17400.637,2,117,258.136,50.541,NA,8.902,0.03,26.565,116.565
160,4,44,378.78,527.22,17700.648,2,16,264.392,44.674,NA,6.256,0.021,90,63.435
161,4,45,378.78,527.22,18000.659,2,35,264.392,44.674,NA,0,0,0,-90
162,4,46,388.448,535.751,18300.67,2,53,277.286,42.102,NA,12.894,0.043,41.424,41.424
163,4,47,390.154,535.751,18600.681,2,49,278.993,43.183,NA,1.706,0.006,0,-41.424
164,4,48,392.998,538.595,18900.692,2,34,283.014,43.033,NA,4.022,0.013,45,45
165,4,49,399.254,538.595,19200.703,2,28,289.27,47.699,NA,6.256,0.021,0,-45
166,4,50,406.648,538.595,19500.714,2,53,296.664,53.634,NA,7.394,0.025,0,0
167,4,51,410.629,542.576,19800.725,2,37,302.294,54.968,NA,5.63,0.019,45,45
168,4,52,410.629,545.42,20100.736,2,39,305.138,53.673,NA,2.844,0.009,90,45
169,4,53,410.629,545.42,20400.747,2,10,305.138,53.673,NA,0,0,0,-90
170,4,54,402.098,540.301,20700.758,2,26,315.087,48.925,NA,9.949,0.033,-149.036,-149.036
171,4,55,402.098,535.183,21000.769,2,16,320.205,52.067,NA,5.119,0.017,-90,59.036
172,4,56,409.492,537.458,21300.78,2,14,327.941,56.629,NA,7.736,0.026,17.103,107.103
173,4,57,409.492,542.576,21600.791,2,38,333.06,53.97,NA,5.119,0.017,90,72.897
174,4,58,409.492,546.557,21900.802,2,42,337.041,52.157,NA,3.981,0.013,90,0
175,4,59,409.492,546.557,22200.813,2,32,337.041,52.157,NA,0,0,0,-90
176,4,60,409.492,546.557,22500.824,2,57,337.041,52.157,NA,0,0,0,0
177,4,61,395.842,528.927,22800.835,2,13,359.338,52.067,NA,22.297,0.074,-127.747,-127.747
178,4,62,395.842,522.67,23100.846,2,36,365.594,56.993,NA,6.256,0.021,-90,37.747
179,4,63,403.804,522.67,23400.857,2,16,373.556,62.016,NA,7.962,0.027,0,90
180,4,64,403.804,522.67,23700.868,2,23,373.556,62.016,NA,0,0,0,0
181,4,65,393.567,522.67,24000.879,2,34,383.794,55.684,NA,10.237,0.034,180,180
182,4,66,393.567,522.67,24300.89,2,73,383.794,55.684,NA,0,0,0,-180
183,4,67,393.567,531.202,24600.901,2,8,392.325,48.862,NA,8.531,0.028,90,90
184,4,68,364.561,513.571,24900.912,2,13,426.268,55.214,NA,33.944,0.113,-148.707,121.293
185,4,69,325.318,511.864,25200.923,2,12,465.548,67.833,NA,39.28,0.131,-177.51,-28.803
186,4,70,294.038,473.759,25500.934,2,9,514.849,116.957,NA,49.3,0.164,-129.382,48.128
187,4,71,269.013,446.46,25800.945,2,24,551.882,153.792,NA,37.034,0.123,-132.51,-3.128
188,4,72,283.8,465.797,26100.956,2,24,576.225,129.449,NA,24.343,0.081,52.595,-174.895
189,4,73,287.213,465.797,26400.967,2,11,579.638,127.409,NA,3.412,0.011,0,-52.595
190,4,74,287.213,480.015,26700.978,2,19,593.856,116.223,NA,14.218,0.047,90,90
191,4,75,287.213,480.015,27000.989,2,12,593.856,116.223,NA,0,0,0,-90
192,4,76,282.094,480.015,27301,2,13,598.975,119.593,NA,5.119,0.017,180,180
193,4,77,252.52,479.446,27601.011,2,24,628.555,141.498,NA,29.58,0.099,-178.898,1.102
194,4,78,224.652,466.365,27901.022,2,25,659.34,171.533,NA,30.786,0.103,-154.855,24.043
195,4,79,187.115,449.303,28201.033,2,20,700.573,212.014,NA,41.233,0.137,-155.556,-0.701
196,4,80,171.759,442.478,28501.044,2,11,717.377,228.566,NA,16.804,0.056,-156.038,-0.481
197,4,81,181.996,434.516,28801.055,2,11,730.346,224.767,NA,12.969,0.043,-37.875,118.163
198,4,82,185.409,435.085,29101.066,2,15,733.806,221.696,NA,3.459,0.012,9.462,47.337
199,4,83,175.74,427.122,29401.077,2,16,746.331,234.21,NA,12.525,0.042,-140.528,-149.99
200,4,84,166.072,427.122,29701.088,2,16,755.999,241.982,NA,9.669,0.032,180,-39.472
201,4,85,166.072,434.516,30001.099,2,18,763.393,237.731,NA,7.394,0.025,90,-90
202,4,86,154.697,425.985,30301.11,2,30,777.611,251.936,NA,14.218,0.047,-143.13,126.87
203,4,87,128.535,382.192,30601.121,2,19,828.624,299.064,NA,51.012,0.17,-120.854,22.276
204,4,88,96.117,387.311,30901.132,2,54,861.443,322.121,NA,32.82,0.109,171.027,-68.118
205,4,89,93.842,389.017,31201.143,2,25,864.287,323.051,NA,2.844,0.009,143.13,-27.897
206,4,90,61.424,349.205,31501.154,2,48,915.628,372.442,NA,51.341,0.171,-129.155,87.714
207,4,91,63.13,341.812,31801.165,2,38,923.216,375.487,NA,7.588,0.025,-77.005,52.15
208,4,92,67.68,344.087,32101.176,2,33,928.303,370.488,NA,5.087,0.017,26.565,103.57
209,4,93,91.567,292.331,32401.187,2,81,985.305,386.898,NA,57.002,0.19,-65.225,-91.79
210,4,94,96.117,292.331,32701.198,2,66,989.855,383.728,NA,4.55,0.015,0,65.225
211,4,95,77.917,272.994,33001.208,2,11,1016.409,410.281,NA,26.555,0.089,-133.264,-133.264
212,4,96,87.017,266.17,33301.219,2,20,1027.784,409.049,NA,11.375,0.038,-36.87,96.394
213,4,97,87.017,258.776,33601.23,2,23,1035.178,414.548,NA,7.394,0.025,-90,-53.13
214,5,1,238.87,569.876,8400.308,2,20,0,0,NA,NA,NA,NA,NA
215,5,2,232.045,564.757,8700.319,2,10,8.531,8.531,NA,8.531,0.028,-143.13,NA
216,5,3,232.045,560.776,9000.33,2,11,12.512,11.375,NA,3.981,0.013,-90,53.13
217,5,4,229.202,541.439,9300.341,2,7,32.057,30.036,NA,19.545,0.065,-98.366,-8.366
218,5,5,229.202,541.439,9600.352,2,13,32.057,30.036,NA,0,0,0,98.366
219,5,6,216.121,539.733,9900.363,2,21,45.249,37.764,NA,13.192,0.044,-172.569,-172.569
220,5,7,216.121,526.083,10200.374,2,10,58.899,49.349,NA,13.65,0.045,-90,82.569
221,5,8,210.433,502.196,10500.385,2,14,83.454,73.411,NA,24.555,0.082,-103.392,-13.392
222,5,9,199.058,469.778,10800.396,2,16,117.809,107.724,NA,34.356,0.115,-109.335,-5.942
223,5,10,194.508,460.678,11100.406,2,21,127.983,117.865,NA,10.174,0.034,-116.565,-7.23
224,5,11,202.471,458.972,11400.417,2,16,136.126,116.724,NA,8.143,0.027,-12.095,104.47
225,5,12,211.571,465.228,11700.428,2,16,147.169,108.15,NA,11.043,0.037,34.509,46.603
226,5,13,210.433,471.484,12000.439,2,6,153.528,102.419,NA,6.359,0.021,100.305,65.796
227,5,14,207.021,483.428,12300.45,2,22,165.949,92.129,NA,12.421,0.041,105.945,5.641
228,5,15,211.571,483.428,12600.461,2,12,170.499,90.656,NA,4.55,0.015,0,-105.945
229,5,16,201.333,491.959,12900.472,2,8,183.825,86.487,NA,13.326,0.044,140.194,140.194
230,5,17,189.39,499.352,13200.483,2,19,197.872,86.15,NA,14.047,0.047,148.241,8.046
231,5,18,172.328,496.509,13500.494,2,10,215.169,99.049,NA,17.297,0.058,-170.538,41.222
232,5,19,162.659,460.678,13800.505,2,10,252.282,133.163,NA,37.112,0.124,-105.101,65.437
233,5,20,159.247,449.303,14100.516,2,26,264.157,144.491,NA,11.876,0.04,-106.699,-1.598
234,5,21,159.247,443.616,14400.527,2,7,269.845,149.27,NA,5.687,0.019,-90,16.699
235,5,22,156.403,458.403,14700.538,2,36,284.903,138.661,NA,15.058,0.05,100.886,-169.114
236,5,23,155.834,468.072,15000.549,2,37,294.588,131.374,NA,9.685,0.032,93.366,-7.519
237,5,24,159.815,467.503,15300.56,2,54,298.61,129.344,NA,4.022,0.013,-8.13,-101.497
238,5,25,142.753,478.309,15600.571,2,8,318.806,132.751,NA,20.196,0.067,147.653,155.783
239,5,26,133.085,477.74,15900.582,2,60,328.491,140.284,NA,9.685,0.032,-176.634,35.714
240,5,27,133.085,477.74,16200.593,2,20,328.491,140.284,NA,0,0,0,176.634
241,5,28,146.166,465.797,16500.604,2,9,346.204,139.379,NA,17.713,0.059,-42.397,-42.397
242,5,29,139.91,468.072,16800.615,2,12,352.861,141.976,NA,6.657,0.022,160.017,-157.586
243,5,30,151.853,468.072,17100.626,2,13,364.805,133.925,NA,11.944,0.04,0,-160.017
244,5,31,146.734,476.603,17400.637,2,44,374.754,131.106,NA,9.949,0.033,120.964,120.964
245,5,32,145.597,484.565,17700.648,2,48,382.797,126.403,NA,8.043,0.027,98.13,-22.834
246,5,33,145.597,484.565,18000.659,2,24,382.797,126.403,NA,0,0,0,-98.13
247,5,34,147.303,489.684,18300.67,2,14,388.192,121.718,NA,5.396,0.018,71.565,71.565
248,5,35,152.991,490.252,18600.681,2,19,393.908,117.112,NA,5.716,0.019,5.711,-65.854
249,5,36,152.991,490.252,18900.692,2,34,393.908,117.112,NA,0,0,0,-5.711
250,5,37,141.616,491.39,19200.703,2,19,405.34,124.974,NA,11.431,0.038,174.289,174.289
251,5,38,116.591,504.471,19500.714,2,24,433.577,138.672,NA,28.237,0.094,152.403,-21.887
252,5,39,96.117,491.959,19800.725,2,15,457.572,162.633,NA,23.995,0.08,-148.57,59.027
253,5,40,79.623,470.347,20100.736,2,22,484.758,187.791,NA,27.187,0.091,-127.349,21.221
254,5,41,79.623,444.185,20400.747,2,19,510.92,202.874,NA,26.162,0.087,-90,37.349
255,5,42,96.686,416.316,20700.758,2,21,543.597,209.277,NA,32.676,0.109,-58.523,31.477
256,5,43,114.316,396.411,21000.769,2,17,570.188,213.55,NA,26.591,0.089,-48.468,10.055
257,5,44,125.122,371.386,21300.78,2,34,597.446,228.772,NA,27.258,0.091,-66.644,-18.176
258,5,45,119.435,363.424,21600.791,2,25,607.231,238.51,NA,9.785,0.033,-125.538,-58.893
259,5,46,98.392,362.855,21900.802,2,14,628.282,250.183,NA,21.051,0.07,-178.452,-52.914
260,5,47,79.623,338.968,22200.813,2,8,658.66,280.496,NA,30.378,0.101,-128.157,50.295
261,5,48,73.367,314.512,22500.824,2,15,683.903,304.305,NA,25.243,0.084,-104.349,23.808
262,5,49,79.623,270.719,22800.835,2,67,728.141,338.901,NA,44.237,0.147,-81.87,22.479
263,5,50,80.192,212.139,23100.846,2,14,786.724,391.349,NA,58.583,0.195,-89.444,-7.574
264,5,51,76.78,202.471,23400.857,2,30,796.977,401.572,NA,10.253,0.034,-109.44,-19.996
265,5,52,52.893,227.495,23700.868,2,27,831.572,389.631,NA,34.595,0.115,133.668,-116.892
266,5,53,37.537,233.183,24000.879,2,21,847.947,392.298,NA,16.375,0.055,159.677,26.009
267,5,54,11.375,222.945,24300.89,2,10,876.041,414.867,NA,28.094,0.094,-158.629,41.694
268,5,55,4.55,217.827,24600.901,2,24,884.572,422.9,NA,8.531,0.028,-143.13,15.499
269,6,1,379.348,552.814,8100.297,2,39,0,0,NA,NA,NA,NA,NA
270,6,2,372.524,552.814,8400.308,2,13,6.825,6.825,NA,6.825,0.023,180,NA
271,6,3,379.348,547.126,8700.319,2,23,15.709,5.687,NA,8.884,0.03,-39.806,140.194
272,6,4,370.249,528.927,9000.33,2,40,36.057,25.562,NA,20.348,0.068,-116.565,-76.759
273,6,5,370.249,512.433,9300.341,2,22,52.55,41.393,NA,16.493,0.055,-90,26.565
274,6,6,370.249,512.433,9600.352,2,13,52.55,41.393,NA,0,0,0,90
275,6,7,365.13,518.121,9900.363,2,33,60.202,37.494,NA,7.652,0.026,131.987,131.987
276,6,8,367.405,513.002,10200.374,2,23,65.803,41.565,NA,5.601,0.019,-66.038,161.975
277,6,9,371.955,513.002,10500.385,2,28,70.353,40.492,NA,4.55,0.015,0,66.038
278,6,10,371.955,502.196,10800.396,2,10,81.159,51.155,NA,10.806,0.036,-90,-90
279,6,11,377.073,491.39,11100.406,2,15,93.116,61.466,NA,11.957,0.04,-64.654,25.346
