Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
135,3,9,329.299,522.67,5400.201,2,28,74.443,70.055,NA,11.375,0.038,-126.87,14.896
136,3,10,320.2,515.087,5700.212,2,45,86.288,81.9,NA,11.845,0.039,-140.194,-13.325
137,3,11,308.446,504.092,6000.223,2,46,102.383,97.967,NA,16.095,0.054,-136.909,3.285
138,3,12,301.242,499.921,6300.235,2,69,110.708,106.177,NA,8.324,0.028,-149.931,-13.022
139,3,13,301.242,492.338,6600.246,2,21,118.291,111.125,NA,7.583,0.025,-90,59.931
140,3,14,301.242,490.442,6900.257,2,18,120.187,112.408,NA,1.896,0.006,-90,0
141,3,15,298.208,483.238,7200.268,2,19,128.003,119.58,NA,7.817,0.026,-112.834,-22.834
142,3,16,298.208,476.034,7500.279,2,21,135.207,124.734,NA,7.204,0.024,-90,22.834
143,3,17,298.208,468.83,7800.29,2,26,142.411,130.083,NA,7.204,0.024,-90,0
144,3,18,296.692,457.076,8100.302,2,28,154.263,140.105,NA,11.851,0.04,-97.352,-7.352
145,3,19,296.313,448.735,8400.313,2,15,162.613,146.967,NA,8.35,0.028,-92.603,4.75
146,3,20,285.696,433.568,8700.324,2,17,181.126,165.475,NA,18.513,0.062,-124.992,-32.389
147,3,21,280.009,427.881,9000.335,2,27,189.169,173.429,NA,8.043,0.027,-135,-10.008
148,3,22,272.426,418.781,9300.346,2,25,201.014,185.257,NA,11.845,0.039,-129.806,5.194
149,3,23,266.738,416.127,9600.357,2,34,207.29,190.814,NA,6.276,0.021,-154.983,-25.178
150,3,24,258.397,411.577,9900.369,2,25,216.792,199.554,NA,9.502,0.032,-151.39,3.594
151,3,25,258.018,402.098,10200.38,2,13,226.279,207.253,NA,9.487,0.032,-92.291,59.099
152,3,26,255.743,393.756,10500.391,2,15,234.925,215.293,NA,8.646,0.029,-105.255,-12.965
153,3,27,240.197,387.311,10800.402,2,38,251.754,229.872,NA,16.829,0.056,-157.479,-52.224
154,3,28,231.097,383.14,11100.413,2,80,261.764,238.849,NA,10.01,0.033,-155.376,2.103
155,3,29,231.097,377.073,11400.424,2,120,267.83,243.55,NA,6.067,0.02,-90,65.376
156,3,30,224.272,377.073,11700.436,2,29,274.655,247.879,NA,6.825,0.023,180,-90
157,3,31,221.239,378.969,12000.447,2,41,278.232,248.4,NA,3.577,0.012,147.995,-32.005
158,3,32,216.31,380.107,12300.458,2,30,283.291,250.799,NA,5.059,0.017,167.005,19.011
159,3,33,216.31,380.107,12600.469,2,34,283.291,250.799,NA,0,0,0,-167.005
160,3,34,211.76,375.936,12900.48,2,22,289.463,256.941,NA,6.172,0.021,-137.49,-137.49
161,3,35,207.589,373.661,13200.491,2,20,294.214,261.426,NA,4.751,0.016,-151.39,-13.9
162,3,36,207.589,365.32,13500.503,2,14,302.555,267.655,NA,8.341,0.028,-90,61.39
163,3,37,206.452,359.253,13800.514,2,18,308.727,272.993,NA,6.172,0.021,-100.62,-10.62
164,3,38,206.831,345.603,14100.525,2,21,322.382,283.283,NA,13.655,0.046,-88.409,12.211
165,3,39,206.831,334.229,14400.536,2,15,333.757,292.26,NA,11.375,0.038,-90,-1.591
166,3,40,205.694,322.095,14700.547,2,37,345.943,302.681,NA,12.186,0.041,-95.356,-5.356
167,3,41,207.589,312.237,15000.558,2,52,355.982,309.631,NA,10.039,0.033,-79.114,16.241
168,3,42,197.731,305.412,15300.57,2,17,367.972,320.877,NA,11.99,0.04,-145.305,-66.19
169,3,43,192.802,304.275,15600.581,2,58,373.031,324.676,NA,5.059,0.017,-167.005,-21.701
170,3,44,192.802,297.45,15900.592,2,12,379.856,330.223,NA,6.825,0.023,-90,77.005
171,3,45,204.935,297.45,16200.603,2,14,391.989,323.368,NA,12.133,0.04,0,90
172,3,46,204.935,312.237,16500.614,2,24,406.776,311.147,NA,14.787,0.049,90,90
173,3,47,211.381,312.237,16800.625,2,28,413.222,307.493,NA,6.446,0.021,0,-90
174,3,48,221.998,309.962,17100.637,2,20,424.079,303.602,NA,10.857,0.036,-12.095,-12.095
175,3,49,226.927,306.171,17400.648,2,31,430.298,304.253,NA,6.219,0.021,-37.569,-25.474
176,3,50,236.785,302,17700.659,2,26,441.002,302.941,NA,10.704,0.036,-22.932,14.636
177,3,51,240.197,298.967,18000.67,2,19,445.568,303.974,NA,4.566,0.015,-41.634,-18.701
178,3,52,248.159,297.45,18300.681,2,13,453.673,301.657,NA,8.105,0.027,-10.784,30.849
179,3,53,248.159,297.45,18600.693,2,18,453.673,301.657,NA,0,0,0,10.784
180,3,54,253.847,289.867,18900.704,2,11,463.152,305.999,NA,9.479,0.032,-53.13,-53.13
181,3,55,260.293,289.109,19200.715,2,26,469.642,304.017,NA,6.49,0.022,-6.71,46.42
182,3,56,262.568,280.767,19500.726,2,66,478.288,310.768,NA,8.646,0.029,-74.745,-68.035
183,3,57,264.842,280.009,19800.737,2,46,480.686,310.591,NA,2.398,0.008,-18.435,56.31
184,3,58,264.842,272.046,20100.748,2,45,488.649,317.963,NA,7.962,0.027,-90,-71.565
185,3,59,268.634,271.667,20400.76,2,77,492.459,316.921,NA,3.81,0.013,-5.711,84.289
186,3,60,269.013,268.634,20700.771,2,62,495.516,319.614,NA,3.057,0.01,-82.875,-77.164
187,3,61,272.046,257.638,21000.782,2,27,506.922,328.863,NA,11.406,0.038,-74.578,8.297
188,3,62,272.046,252.709,21300.793,2,15,511.852,333.504,NA,4.929,0.016,-90,-15.422
189,3,63,275.838,248.159,21600.804,2,31,517.774,336.563,NA,5.923,0.02,-50.194,39.806
190,3,64,275.838,242.093,21900.815,2,37,523.841,342.317,NA,6.067,0.02,-90,-39.806
191,3,65,274.321,242.093,22200.827,2,22,525.357,342.797,NA,1.517,0.005,180,-90
192,3,66,274.321,242.093,22500.838,2,19,525.357,342.797,NA,0,0,0,-180
193,3,67,274.321,242.093,22800.849,2,23,525.357,342.797,NA,0,0,0,0
194,3,68,276.217,237.543,23100.86,2,10,530.286,346.521,NA,4.929,0.016,-67.38,-67.38
195,3,69,283.8,228.822,23400.871,2,13,541.843,352.604,NA,11.557,0.039,-48.991,18.389
196,3,70,283.8,223.893,23700.882,2,21,546.772,357.335,NA,4.929,0.016,-90,-41.009
197,3,71,283.8,223.893,24000.894,2,22,546.772,357.335,NA,0,0,0,90
198,3,72,283.8,211.002,24300.905,2,45,559.663,369.731,NA,12.891,0.043,-90,-90
199,3,73,283.042,201.523,24600.916,2,66,569.173,379.068,NA,9.509,0.032,-94.574,-4.574
200,3,74,278.492,196.594,24900.927,2,70,575.881,385.039,NA,6.708,0.022,-132.709,-38.135
201,3,75,275.838,191.665,25200.938,2,54,581.479,390.507,NA,5.598,0.019,-118.301,14.409
202,3,76,275.838,191.665,25500.949,2,90,581.479,390.507,NA,0,0,0,118.301
203,3,77,275.08,189.011,25800.961,2,54,584.239,393.267,NA,2.76,0.009,-105.945,-105.945
204,3,78,275.08,180.669,26100.972,2,40,592.581,401.292,NA,8.341,0.028,-90,15.945
205,3,79,275.08,173.844,26400.983,2,27,599.406,407.867,NA,6.825,0.023,-90,0
206,3,80,279.63,177.257,26700.994,2,83,605.093,403.383,NA,5.687,0.019,36.87,126.87
207,3,81,279.63,176.119,27001.005,2,128,606.23,404.482,NA,1.137,0.004,-90,-126.87
208,3,82,279.63,181.807,27301.016,2,49,611.918,398.988,NA,5.687,0.019,90,180
209,3,83,279.63,185.598,27601.028,2,64,615.709,395.329,NA,3.792,0.013,90,0
210,3,84,284.18,192.802,27901.039,2,48,624.23,387.19,NA,8.521,0.028,57.724,-32.276
211,3,85,284.938,192.802,28201.05,2,29,624.988,386.996,NA,0.758,0.003,0,-57.724
212,3,86,285.317,191.286,28501.061,2,29,626.552,388.367,NA,1.563,0.005,-75.964,-75.964
213,3,87,285.317,191.286,28801.072,2,28,626.552,388.367,NA,0,0,0,75.964
214,3,88,283.8,193.181,29101.083,2,40,628.979,386.921,NA,2.428,0.008,128.66,128.66
215,3,89,279.63,193.181,29401.095,2,56,633.15,388.017,NA,4.171,0.014,180,51.34
216,3,90,270.151,199.248,29701.106,2,21,644.404,384.86,NA,11.254,0.038,147.381,-32.619
217,3,91,261.43,209.864,30001.117,2,30,658.143,377.458,NA,13.739,0.046,129.401,-17.98
218,3,92,262.947,219.723,30301.128,2,79,668.117,367.643,NA,9.974,0.033,81.254,-48.147
219,3,93,263.705,221.998,30601.139,2,191,670.515,365.246,NA,2.398,0.008,71.565,-9.689
220,3,94,263.326,226.927,30901.15,2,97,675.459,360.719,NA,4.944,0.016,94.399,22.834
221,3,95,261.43,234.51,31201.162,2,74,683.275,354.227,NA,7.817,0.026,104.036,9.638
222,3,96,257.259,234.51,31501.173,2,49,687.446,355.686,NA,4.171,0.014,180,75.964
223,3,97,256.501,239.439,31801.184,2,30,692.433,351.356,NA,4.987,0.017,98.746,-81.254
224,3,98,249.297,240.576,32101.195,2,28,699.727,352.972,NA,7.293,0.024,171.027,72.281
225,3,99,245.505,253.468,32401.206,2,41,713.164,342.594,NA,13.437,0.045,106.39,-64.638
226,3,100,239.818,256.88,32701.217,2,35,719.797,341.825,NA,6.633,0.022,149.036,42.647
227,3,101,236.406,266.359,33001.229,2,34,729.871,334.734,NA,10.075,0.034,109.799,-39.237
228,3,102,236.026,267.876,33301.24,2,31,731.434,333.54,NA,1.563,0.005,104.036,-5.763
229,3,103,232.235,278.492,33601.251,2,17,742.708,325.795,NA,11.273,0.038,109.654,5.618
230,3,104,227.306,279.25,33901.262,2,55,747.695,327.446,NA,4.987,0.017,171.254,61.6
231,3,105,225.789,285.317,34201.273,2,30,753.948,322.866,NA,6.253,0.021,104.036,-67.218
232,3,106,225.789,285.317,34501.284,2,60,753.948,322.866,NA,0,0,0,-104.036
233,3,107,224.652,285.317,34801.296,2,68,755.085,323.423,NA,1.137,0.004,180,180
234,3,108,223.893,289.109,35101.307,2,37,758.952,320.503,NA,3.867,0.013,101.31,-78.69
235,3,109,219.343,289.109,35401.318,2,41,763.502,322.793,NA,4.55,0.015,180,78.69
236,3,110,217.827,286.834,35701.329,2,30,766.236,325.523,NA,2.734,0.009,-123.69,56.31
237,3,111,218.206,286.455,36001.34,2,52,766.772,325.657,NA,0.536,0.002,-45,78.69
238,3,112,218.206,284.559,36301.352,2,31,768.668,327.291,NA,1.896,0.006,-90,-45
239,3,113,218.206,281.525,36601.363,2,91,771.701,329.913,NA,3.033,0.01,-90,0
240,3,114,218.206,281.525,36901.374,2,31,771.701,329.913,NA,0,0,0,90
241,3,115,218.206,278.113,37201.385,2,17,775.114,332.87,NA,3.412,0.011,-90,-90
242,3,116,218.206,270.53,37501.396,2,66,782.697,339.473,NA,7.583,0.025,-90,0
243,3,117,222.377,268.255,37801.407,2,42,787.448,339.462,NA,4.751,0.016,-28.61,61.39
244,3,118,227.306,263.705,38101.419,2,18,794.156,341.189,NA,6.708,0.022,-42.709,-14.099
245,3,119,229.581,258.397,38401.43,2,23,799.931,344.895,NA,5.775,0.019,-66.801,-24.092
246,3,120,231.097,250.814,38701.441,2,27,807.664,351.036,NA,7.733,0.026,-78.69,-11.889
247,3,121,231.097,245.505,39001.452,2,50,812.973,355.826,NA,5.308,0.018,-90,-11.31
248,3,122,228.064,241.714,39301.463,2,95,817.828,360.553,NA,4.856,0.016,-128.66,-38.66
249,3,123,228.064,241.714,39601.474,2,66,817.828,360.553,NA,0,0,0,128.66
250,3,124,222.377,236.406,39901.486,2,138,825.608,367.805,NA,7.78,0.026,-136.975,-136.975
251,3,125,220.86,234.131,40201.497,2,90,828.342,370.515,NA,2.734,0.009,-123.69,13.285
252,3,126,220.86,230.718,40501.508,2,51,831.754,373.584,NA,3.412,0.011,-90,33.69
253,3,127,221.239,230.718,40801.519,2,79,832.134,373.419,NA,0.379,0.001,0,90
254,3,128,223.893,230.339,41101.53,2,193,834.815,372.616,NA,2.681,0.009,-8.13,-8.13
255,3,129,224.652,227.306,41401.541,2,86,837.941,375.037,NA,3.127,0.01,-75.964,-67.834
256,3,130,224.652,227.306,41701.553,2,67,837.941,375.037,NA,0,0,0,75.964
257,3,131,224.652,221.239,42001.564,2,122,844.008,380.541,NA,6.067,0.02,-90,-90
258,3,132,224.652,218.206,42301.575,2,34,847.041,383.3,NA,3.033,0.01,-90,0
259,3,133,218.964,213.277,42601.586,2,62,854.567,390.155,NA,7.526,0.025,-139.086,-49.086
260,3,134,216.689,206.831,42901.597,2,23,861.403,396.96,NA,6.835,0.023,-109.44,29.646
261,3,135,211.002,198.49,43201.608,2,40,871.498,406.922,NA,10.096,0.034,-124.287,-14.847
262,3,136,207.21,196.594,43501.62,2,120,875.738,410.255,NA,4.239,0.014,-153.435,-29.148
263,3,137,200.765,196.594,43801.631,2,35,882.183,413.066,NA,6.446,0.021,180,-26.565
264,3,138,200.765,196.594,44101.642,2,27,882.183,413.066,NA,0,0,0,-180
265,3,139,195.456,193.561,44401.653,2,54,888.297,418.149,NA,6.114,0.02,-150.255,-150.255
266,3,140,197.352,191.286,44701.664,2,17,891.258,419.337,NA,2.961,0.01,-50.194,100.061
267,3,141,195.456,187.115,45001.675,2,32,895.84,423.916,NA,4.581,0.015,-114.444,-64.25
268,3,142,191.286,185.977,45301.687,2,13,900.163,426.798,NA,4.323,0.014,-164.745,-50.301
269,3,143,178.773,191.665,45601.698,2,55,913.907,427.576,NA,13.744,0.046,155.556,-39.699
270,3,144,178.773,190.527,45901.709,2,39,915.044,428.575,NA,1.137,0.004,-90,114.444
271,3,145,178.773,186.736,46201.72,2,34,918.836,431.91,NA,3.792,0.013,-90,0
272,3,146,179.532,186.736,46501.731,2,40,919.594,431.551,NA,0.758,0.003,0,90
273,3,147,179.532,182.944,46801.742,2,44,923.386,434.896,NA,3.792,0.013,-90,-90
274,3,148,179.153,180.669,47101.754,2,44,925.692,437.083,NA,2.306,0.008,-99.462,-9.462
275,3,149,179.153,189.769,47401.765,2,49,934.792,429.061,NA,9.1,0.03,90,-170.538
276,3,150,180.29,190.527,47701.776,2,34,936.159,427.853,NA,1.367,0.005,33.69,-56.31
277,3,151,186.736,200.006,48001.787,2,18,947.622,416.451,NA,11.463,0.038,55.784,22.094
278,3,152,186.736,211.381,48301.798,2,48,958.997,406.462,NA,11.375,0.038,90,34.216
