Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
52,1,52,216.689,127.587,16800.627,2,6,393.979,332.728,NA,12.044,0.04,-118.179,-28.179
53,1,53,220.102,99.529,17100.638,2,13,422.244,352.04,NA,28.265,0.094,-83.066,35.113
54,1,54,220.102,93.083,17400.65,2,40,428.689,357.123,NA,6.446,0.021,-90,-6.934
55,1,55,211.381,93.083,17700.661,2,24,437.41,362.512,NA,8.721,0.029,180,-90
56,1,56,207.589,89.671,18000.672,2,23,442.511,367.547,NA,5.101,0.017,-138.013,41.987
57,1,57,207.589,85.121,18300.683,2,31,447.061,371.102,NA,4.55,0.015,-90,48.013
58,1,58,199.248,85.879,18600.694,2,12,455.437,375.755,NA,8.376,0.028,174.806,-95.194
59,1,59,198.49,82.846,18900.706,2,19,458.564,378.581,NA,3.127,0.01,-104.036,81.158
60,1,60,195.836,75.642,19200.717,2,7,466.241,385.846,NA,7.677,0.026,-110.225,-6.189
61,1,61,195.836,75.263,19500.728,2,10,466.62,386.141,NA,0.379,0.001,-90,20.225
62,1,62,190.148,65.784,19800.739,2,10,477.674,397.094,NA,11.054,0.037,-120.964,-30.964
63,1,63,186.357,61.992,20100.75,2,18,483.037,402.423,NA,5.362,0.018,-135,-14.036
64,1,64,186.357,58.201,20400.762,2,29,486.828,405.388,NA,3.792,0.013,-90,45
65,1,65,182.944,60.097,20700.773,2,13,490.732,406.04,NA,3.904,0.013,150.945,-119.055
66,1,66,195.456,77.538,21000.784,2,15,512.197,384.612,NA,21.465,0.072,54.345,-96.601
67,1,67,194.698,77.538,21300.795,2,15,512.955,385.09,NA,0.758,0.003,180,125.655
68,2,1,367.405,409.492,3300.123,2,12,0,0,NA,NA,NA,NA,NA
69,2,2,365.699,403.804,3600.134,2,8,5.938,5.938,NA,5.938,0.02,-106.699,NA
70,2,3,360.58,395.273,3900.146,2,18,15.887,15.772,NA,9.949,0.033,-120.964,-14.265
71,2,4,352.049,395.273,4200.157,2,22,24.418,20.928,NA,8.531,0.028,180,-59.036
72,2,5,342.38,393.567,4500.168,2,17,34.236,29.662,NA,9.818,0.033,-169.992,10.008
73,2,6,335.556,389.586,4800.179,2,19,42.137,37.558,NA,7.901,0.026,-149.744,20.248
74,2,7,329.299,382.192,5100.19,2,12,51.822,46.875,NA,9.685,0.032,-130.236,19.507
75,2,8,312.237,367.405,5400.202,2,14,74.4,69.388,NA,22.578,0.075,-139.086,-8.849
76,2,9,305.981,365.13,5700.213,2,12,81.057,75.768,NA,6.657,0.022,-160.017,-20.931
77,2,10,299.725,360.58,6000.224,2,15,88.793,83.504,NA,7.736,0.026,-143.973,16.044
78,2,11,295.175,354.893,6300.235,2,17,96.076,90.544,NA,7.283,0.024,-128.66,15.313
79,2,12,288.35,356.599,6600.246,2,36,103.111,95.117,NA,7.035,0.023,165.964,-65.376
80,2,13,283.421,353.566,6900.258,2,20,108.899,100.901,NA,5.788,0.019,-148.392,45.644
81,2,14,277.355,347.499,7200.269,2,27,117.478,109.326,NA,8.579,0.029,-135,13.392
82,2,15,263.705,347.499,7500.28,2,21,131.128,120.817,NA,13.65,0.045,180,-45
83,2,16,257.259,347.499,7800.291,2,24,137.574,126.393,NA,6.446,0.021,180,0
84,2,17,253.847,348.257,8100.302,2,14,141.069,129.016,NA,3.496,0.012,167.471,-12.529
85,2,18,246.643,348.257,8400.314,2,23,148.273,135.4,NA,7.204,0.024,180,12.529
86,2,19,236.026,348.257,8700.325,2,31,158.89,144.948,NA,10.616,0.035,180,0
87,2,20,231.097,348.257,9000.336,2,9,163.819,149.43,NA,4.929,0.016,180,0
88,2,21,218.585,334.608,9300.347,2,10,182.336,166.598,NA,18.517,0.062,-132.51,47.49
89,2,22,212.519,325.129,9600.358,2,20,193.59,176.371,NA,11.254,0.038,-122.619,9.891
90,2,23,204.935,314.512,9900.37,2,17,206.636,188.195,NA,13.047,0.043,-125.538,-2.918
91,2,24,200.006,306.929,10200.381,2,49,215.681,196.32,NA,9.044,0.03,-123.024,2.514
92,2,25,189.39,302.379,10500.392,2,28,227.231,207.756,NA,11.55,0.038,-156.801,-33.778
93,2,26,181.807,299.346,10800.403,2,26,235.398,215.821,NA,8.167,0.027,-158.199,-1.397
94,2,27,181.428,294.038,11100.414,2,22,240.72,218.9,NA,5.322,0.018,-94.086,64.113
95,2,28,181.428,294.038,11400.426,2,14,240.72,218.9,NA,0,0,0,94.086
96,2,29,173.086,287.213,11700.437,2,21,251.498,229.591,NA,10.778,0.036,-140.711,-140.711
97,2,30,166.261,281.146,12000.448,2,25,260.629,238.603,NA,9.131,0.03,-138.366,2.344
98,2,31,163.607,267.497,12300.459,2,13,274.535,248.387,NA,13.905,0.046,-101.004,37.363
99,2,32,151.095,260.293,12600.47,2,22,288.972,262.774,NA,14.438,0.048,-150.068,-49.065
100,2,33,149.957,255.743,12900.482,2,16,293.662,266.312,NA,4.69,0.016,-104.036,46.032
101,2,34,145.028,249.676,13200.493,2,21,301.479,273.847,NA,7.817,0.026,-129.094,-25.058
102,2,35,141.616,240.576,13500.504,2,14,311.198,281.981,NA,9.719,0.032,-110.556,18.538
103,2,36,137.445,236.026,13800.515,2,10,317.37,288.048,NA,6.172,0.021,-132.51,-21.954
104,2,37,131.379,229.581,14100.526,2,18,326.221,296.777,NA,8.852,0.03,-133.264,-0.754
105,2,38,128.724,225.031,14400.538,2,17,331.489,301.652,NA,5.267,0.018,-120.256,13.008
106,2,39,118.487,222.756,14700.549,2,33,341.976,311.176,NA,10.487,0.035,-167.471,-47.215
107,2,40,114.696,218.964,15000.56,2,44,347.338,316.485,NA,5.362,0.018,-135,32.471
108,2,41,112.041,217.448,15300.571,2,19,350.395,319.517,NA,3.057,0.01,-150.255,-15.255
109,2,42,109.766,208.727,15600.582,2,5,359.407,326.625,NA,9.013,0.03,-104.621,45.634
110,2,43,108.25,203.798,15900.594,2,11,364.564,330.864,NA,5.157,0.017,-107.103,-2.482
111,2,44,96.875,195.456,16200.605,2,10,378.67,344.96,NA,14.106,0.047,-143.746,-36.643
112,2,45,95.358,180.29,16500.616,2,61,393.912,355.728,NA,15.242,0.051,-95.711,48.036
113,2,46,94.979,178.015,16800.627,2,31,396.218,357.487,NA,2.306,0.008,-99.462,-3.752
114,2,47,106.354,174.982,17100.638,2,12,407.991,350.916,NA,11.772,0.039,-14.931,84.531
115,2,48,102.562,172.707,17400.65,2,33,412.412,355.258,NA,4.422,0.015,-149.036,-134.105
116,2,49,102.562,171.949,17700.661,2,11,413.171,355.764,NA,0.758,0.003,-90,59.036
117,2,50,102.562,162.47,18000.672,2,10,422.65,362.162,NA,9.479,0.032,-90,0
118,2,51,102.942,153.749,18300.683,2,14,431.378,367.893,NA,8.729,0.029,-87.51,2.49
119,2,52,110.146,138.203,18600.694,2,20,448.512,373.871,NA,17.134,0.057,-65.136,22.374
120,2,53,110.146,131.758,18900.706,2,12,454.958,378.574,NA,6.446,0.021,-90,-24.864
121,2,54,110.146,124.175,19200.717,2,10,462.541,384.172,NA,7.583,0.025,-90,0
122,2,55,112.421,118.487,19500.728,2,21,468.666,386.912,NA,6.125,0.02,-68.199,21.801
123,2,56,114.696,114.316,19800.739,2,14,473.417,388.575,NA,4.751,0.016,-61.39,6.809
124,2,57,112.8,112.041,20100.75,2,9,476.379,391.536,NA,2.961,0.01,-129.806,-68.416
125,2,58,121.9,102.183,20400.762,2,29,489.795,393.333,NA,13.416,0.045,-47.291,82.515
126,2,59,129.862,92.325,20700.773,2,33,502.467,396.259,NA,12.672,0.042,-51.072,-3.782
127,2,60,126.829,87.775,21000.784,2,12,507.935,401.719,NA,5.468,0.018,-123.69,-72.618
128,2,61,123.795,91.567,21300.795,2,40,512.791,400.527,NA,4.856,0.016,128.66,-107.65
129,2,62,126.829,100.288,21600.806,2,21,522.024,391.77,NA,9.233,0.031,70.821,-57.839
130,2,63,130.241,102.942,21900.818,2,17,526.347,387.582,NA,4.323,0.014,37.875,-32.946
131,2,64,129.104,106.354,22200.829,2,12,529.944,385.59,NA,3.597,0.012,108.435,70.56
132,2,65,120.004,104.458,22500.84,2,17,539.239,392.75,NA,9.295,0.031,-168.232,83.333
133,2,66,101.425,95.738,22800.851,2,29,559.763,411.323,NA,20.524,0.068,-154.855,13.376
134,2,67,94.979,95.738,23100.862,2,20,566.208,415.52,NA,6.446,0.021,180,-25.145
135,2,68,86.259,99.908,23400.874,2,34,575.875,418.193,NA,9.667,0.032,154.44,-25.56
136,2,69,86.259,99.908,23700.885,2,56,575.875,418.193,NA,0,0,0,-154.44
137,2,70,93.842,105.596,24000.896,2,23,585.354,408.888,NA,9.479,0.032,36.87,36.87
138,2,71,66.542,105.596,24300.907,2,18,612.653,427.634,NA,27.299,0.091,180,143.13
139,2,72,59.718,105.596,24600.918,2,15,619.478,432.463,NA,6.825,0.023,180,0
140,2,73,59.718,105.596,24900.93,2,11,619.478,432.463,NA,0,0,0,-180
141,2,74,30.522,113.937,25200.941,2,10,649.842,448.154,NA,30.363,0.101,164.055,164.055
142,2,75,27.868,90.809,25500.952,2,10,673.122,465.665,NA,23.28,0.078,-96.546,99.399
143,2,76,20.285,78.296,25800.963,2,12,687.753,479.773,NA,14.631,0.049,-121.218,-24.672
144,2,77,13.839,78.296,26100.974,2,12,694.199,484.457,NA,6.446,0.021,180,-58.782
145,2,78,17.252,85.121,26400.986,2,18,701.829,477.309,NA,7.63,0.025,63.435,-116.565
146,2,79,9.669,83.984,26700.997,2,20,709.497,483.664,NA,7.668,0.026,-171.469,125.096
147,2,80,3.223,80.571,27001.008,2,19,716.791,490.731,NA,7.293,0.024,-152.103,19.367
148,3,1,313.944,419.16,6300.235,2,21,0,0,NA,NA,NA,NA,NA
149,3,2,305.981,410.06,6600.246,2,31,12.092,12.092,NA,12.092,0.04,-131.186,NA
150,3,3,294.606,397.548,6900.258,2,16,29.001,29,NA,16.91,0.056,-132.274,-1.088
151,3,4,288.919,385.036,7200.269,2,12,42.746,42.317,NA,13.744,0.046,-114.444,17.83
152,3,5,283.8,385.036,7500.28,2,16,47.864,45.531,NA,5.119,0.017,180,-65.556
153,3,6,271.288,385.036,7800.291,2,14,60.376,54.626,NA,12.512,0.042,180,0
154,3,7,257.638,385.036,8100.302,2,17,74.026,65.839,NA,13.65,0.045,180,0
155,3,8,245.126,375.936,8400.314,2,15,89.497,81.266,NA,15.471,0.052,-143.973,36.027
156,3,9,236.595,370.817,8700.325,2,34,99.446,91.213,NA,9.949,0.033,-149.036,-5.064
157,3,10,224.652,369.111,9000.336,2,15,111.511,102.362,NA,12.065,0.04,-171.87,-22.834
158,3,11,201.902,369.111,9300.347,2,13,134.261,122.712,NA,22.75,0.076,180,-8.13
159,3,12,201.333,357.168,9600.358,2,25,146.218,128.546,NA,11.957,0.04,-92.726,87.274
160,3,13,197.921,352.618,9900.37,2,16,151.905,133.75,NA,5.687,0.019,-126.87,-34.144
161,3,14,188.252,347.499,10200.381,2,19,162.845,144.684,NA,10.94,0.036,-152.103,-25.233
162,3,15,185.977,347.499,10500.392,2,11,165.12,146.665,NA,2.275,0.008,180,-27.897
163,3,16,178.015,347.499,10800.403,2,11,173.082,153.661,NA,7.962,0.027,180,0
164,3,17,171.19,347.499,11100.414,2,13,179.907,159.73,NA,6.825,0.023,180,0
165,3,18,167.778,347.499,11400.426,2,29,183.32,162.787,NA,3.412,0.011,180,0
166,3,19,160.384,346.93,11700.437,2,16,190.735,169.699,NA,7.415,0.025,-175.601,4.399
167,3,20,149.578,346.93,12000.448,2,32,201.541,179.536,NA,10.806,0.036,180,-4.399
168,3,21,130.81,337.831,12300.459,2,12,222.399,200.381,NA,20.858,0.07,-154.134,25.866
169,3,22,118.298,320.768,12600.47,2,32,243.557,218.994,NA,21.158,0.071,-126.254,27.88
170,3,23,116.591,320.768,12900.482,2,51,245.264,220.519,NA,1.706,0.006,180,-53.746
171,3,24,116.591,320.768,13200.493,2,67,245.264,220.519,NA,0,0,0,-180
172,3,25,116.591,324.181,13500.504,2,18,248.676,219.018,NA,3.412,0.011,90,90
173,3,26,110.335,326.456,13800.515,2,9,255.333,223.72,NA,6.657,0.022,160.017,70.017
174,3,27,106.923,322.475,14100.526,2,52,260.576,228.486,NA,5.244,0.017,-130.601,69.382
175,3,28,100.667,313.375,14400.538,2,14,271.619,238.07,NA,11.043,0.037,-124.509,6.093
176,3,29,89.292,310.531,14700.549,2,17,283.344,249.537,NA,11.725,0.039,-165.964,-41.455
177,3,30,78.486,308.825,15000.56,2,22,294.284,260.027,NA,10.94,0.036,-171.027,-5.064
178,3,31,73.936,299.156,15300.571,2,27,304.97,268.337,NA,10.686,0.036,-115.201,55.826
179,3,32,73.367,293.469,15600.582,2,13,310.685,271.432,NA,5.716,0.019,-95.711,19.491
180,3,33,71.092,284.369,15900.594,2,27,320.065,277.75,NA,9.38,0.031,-104.036,-8.326
181,3,34,61.424,278.682,16200.605,2,22,331.283,288.964,NA,11.217,0.037,-149.534,-45.498
182,3,35,56.305,275.838,16500.616,2,25,337.138,294.82,NA,5.856,0.02,-150.945,-1.411
183,3,36,54.03,258.776,16800.627,2,17,354.351,305.415,NA,17.213,0.057,-97.595,53.351
184,3,37,42.655,251.951,17100.638,2,12,367.616,318.679,NA,13.265,0.044,-149.036,-51.442
185,3,38,32.418,251.382,17400.65,2,15,377.869,327.728,NA,10.253,0.034,-176.82,-27.784
186,3,39,23.318,272.426,17700.661,2,11,400.796,325.567,NA,22.927,0.076,113.385,-69.795
187,3,40,9.669,282.094,18000.672,2,37,417.523,333.722,NA,16.727,0.056,144.689,31.304
188,3,41,9.669,282.094,18300.683,2,36,417.523,333.722,NA,0,0,0,-144.689
189,3,42,7.394,282.094,18600.694,2,30,419.798,335.797,NA,2.275,0.008,180,180
190,3,43,0,280.957,18900.706,2,40,427.279,343.017,NA,7.481,0.025,-171.254,8.746
191,4,1,444.753,407.785,3900.146,2,18,0,0,NA,NA,NA,NA,NA
192,4,2,444.753,402.098,4200.157,2,7,5.687,5.687,NA,5.687,0.019,-90,NA
193,4,3,444.753,395.273,4500.168,2,12,12.512,12.512,NA,6.825,0.023,-90,0
194,4,4,444.753,385.605,4800.179,2,19,22.181,22.181,NA,9.669,0.032,-90,0
195,4,5,438.497,382.192,5100.19,2,16,29.307,26.347,NA,7.126,0.024,-151.39,-61.39
196,4,6,427.691,374.799,5400.202,2,15,42.4,37.138,NA,13.093,0.044,-145.62,5.77
197,4,7,423.71,374.799,5700.213,2,4,46.382,39.127,NA,3.981,0.013,180,-34.38
198,4,8,419.16,373.092,6000.224,2,18,51.241,43.112,NA,4.859,0.016,-159.444,20.556
199,4,9,419.729,366.267,6300.235,2,8,58.089,48.476,NA,6.849,0.023,-85.236,74.208
200,4,10,420.298,364.561,6600.246,2,9,59.888,49.663,NA,1.799,0.006,-71.565,13.671
201,4,11,427.122,361.149,6900.258,2,24,67.518,49.858,NA,7.63,0.025,-26.565,45
202,4,12,427.122,350.912,7200.269,2,34,77.756,59.544,NA,10.237,0.034,-90,-63.435
203,4,13,425.416,339.537,7500.28,2,16,89.258,70.935,NA,11.502,0.038,-98.531,-8.531
204,4,14,425.416,334.987,7800.291,2,36,93.808,75.323,NA,4.55,0.015,-90,8.531
205,4,15,421.435,334.987,8100.302,2,38,97.789,76.442,NA,3.981,0.013,180,-90
206,4,16,421.435,334.987,8400.314,2,39,97.789,76.442,NA,0,0,0,-180
207,4,17,420.866,334.418,8700.325,2,25,98.593,77.158,NA,0.804,0.003,-135,-135
208,4,18,415.748,324.181,9000.336,2,15,110.039,88.493,NA,11.446,0.038,-116.565,18.435
209,4,19,415.748,324.181,9300.347,2,7,110.039,88.493,NA,0,0,0,116.565
210,4,20,405.51,324.181,9600.358,2,36,120.276,92.357,NA,10.237,0.034,180,180
211,4,21,399.823,323.612,9900.37,2,28,125.992,95.414,NA,5.716,0.019,-174.289,5.711
212,4,22,397.548,317.925,10200.381,2,15,132.117,101.505,NA,6.125,0.02,-111.801,62.488
213,4,23,394.704,300.863,10500.392,2,17,149.415,118.057,NA,17.297,0.058,-99.462,12.339
214,4,24,381.055,292.9,10800.403,2,27,165.217,131.363,NA,15.802,0.053,-149.744,-50.281
215,4,25,376.505,282.094,11100.414,2,14,176.942,143.025,NA,11.725,0.039,-112.834,36.91
216,4,26,376.505,267.307,11400.426,2,26,191.729,156.18,NA,14.787,0.049,-90,22.834
217,4,27,370.817,253.657,11700.437,2,75,206.516,170.944,NA,14.787,0.049,-112.62,-22.62
218,4,28,361.149,245.695,12000.448,2,43,219.041,182.382,NA,12.525,0.042,-140.528,-27.908
219,4,29,361.149,227.495,12300.459,2,41,237.241,198.732,NA,18.2,0.061,-90,50.528
220,4,30,362.855,224.652,12600.47,2,55,240.557,200.612,NA,3.316,0.011,-59.036,30.964
221,4,31,353.186,224.083,12900.482,2,26,250.243,205.259,NA,9.685,0.032,-176.634,-117.597
222,4,32,350.912,217.258,13200.493,2,53,257.437,212.384,NA,7.194,0.024,-108.435,68.199
223,4,33,350.912,217.258,13500.504,2,21,257.437,212.384,NA,0,0,0,108.435
224,4,34,337.831,217.258,13800.515,2,68,270.518,218.479,NA,13.081,0.044,180,180
225,4,35,324.181,215.552,14100.526,2,36,284.274,226.917,NA,13.756,0.046,-172.875,7.125
226,4,36,315.65,206.452,14400.538,2,43,296.747,239.171,NA,12.473,0.042,-133.152,39.723
227,4,37,315.65,206.452,14700.549,2,30,296.747,239.171,NA,0,0,0,133.152
228,4,38,315.65,196.783,15000.56,2,22,306.416,247.365,NA,9.669,0.032,-90,-90
229,4,39,321.337,183.702,15300.571,2,91,320.679,255.822,NA,14.264,0.048,-66.501,23.499
230,4,40,321.337,183.134,15600.582,2,203,321.248,256.32,NA,0.569,0.002,-90,-23.499
231,4,41,315.081,183.134,15900.594,2,32,327.504,259.39,NA,6.256,0.021,180,-90
232,4,42,315.081,183.134,16200.605,2,100,327.504,259.39,NA,0,0,0,-180
233,4,43,315.081,183.134,16500.616,2,92,327.504,259.39,NA,0,0,0,0
234,4,44,315.081,172.328,16800.627,2,43,338.31,268.803,NA,10.806,0.036,-90,-90
235,4,45,315.081,172.328,17100.638,2,68,338.31,268.803,NA,0,0,0,90
236,4,46,309.962,161.522,17400.65,2,27,350.267,280.739,NA,11.957,0.04,-115.346,-115.346
237,4,47,304.275,160.953,17700.661,2,55,355.983,284.008,NA,5.716,0.019,-174.289,-58.943
238,4,48,304.275,160.953,18000.672,2,66,355.983,284.008,NA,0,0,0,174.289
239,4,49,304.275,155.266,18300.683,2,115,361.67,288.964,NA,5.687,0.019,-90,-90
240,4,50,304.275,155.266,18600.694,2,99,361.67,288.964,NA,0,0,0,90
241,4,51,304.275,154.128,18900.706,2,149,362.808,289.959,NA,1.137,0.004,-90,-90
242,4,52,303.138,151.853,19200.717,2,84,365.351,292.5,NA,2.543,0.008,-116.565,-26.565
243,4,53,303.138,149.009,19500.728,2,139,368.195,294.992,NA,2.844,0.009,-90,26.565
244,4,54,299.156,147.872,19800.739,2,220,372.336,297.915,NA,4.14,0.014,-164.055,-74.055
245,4,55,299.156,147.872,20100.75,2,232,372.336,297.915,NA,0,0,0,164.055
246,4,56,297.45,147.872,20400.762,2,43,374.042,298.753,NA,1.706,0.006,180,180
247,4,57,297.45,156.403,20700.773,2,160,382.573,291.361,NA,8.531,0.028,90,-90
248,4,58,295.744,164.365,21000.784,2,147,390.716,285.407,NA,8.143,0.027,102.095,12.095
249,4,59,295.744,172.328,21300.795,2,98,398.678,278.647,NA,7.962,0.027,90,-12.095
250,4,60,295.744,172.328,21600.806,2,32,398.678,278.647,NA,0,0,0,-90
251,4,61,295.744,172.328,21900.818,2,79,398.678,278.647,NA,0,0,0,0
252,4,62,294.606,173.465,22200.829,2,24,400.287,278.298,NA,1.609,0.005,135,135
253,4,63,304.844,173.465,22500.84,2,109,410.524,272.911,NA,10.237,0.034,0,-135
254,4,64,304.844,173.465,22800.851,2,146,410.524,272.911,NA,0,0,0,0
255,4,65,304.844,171.759,23100.862,2,43,412.23,274.378,NA,1.706,0.006,-90,-90
256,4,66,307.119,167.778,23400.874,2,76,416.816,276.671,NA,4.585,0.015,-60.255,29.745
257,4,67,305.412,167.778,23700.885,2,83,418.522,277.524,NA,1.706,0.006,180,-119.745
258,4,68,305.412,167.209,24000.896,2,62,419.091,278.016,NA,0.569,0.002,-90,90
259,4,69,310.531,164.934,24300.907,2,144,424.692,277.475,NA,5.601,0.019,-23.962,66.038
260,4,70,312.806,159.247,24600.918,2,50,430.818,281.392,NA,6.125,0.02,-68.199,-44.236
261,4,71,323.612,149.578,24900.93,2,24,445.318,285.212,NA,14.5,0.048,-41.82,26.378
262,4,72,327.025,141.616,25200.941,2,196,453.98,291.043,NA,8.663,0.029,-66.801,-24.981
263,4,73,328.162,141.616,25500.952,2,139,455.118,290.585,NA,1.137,0.004,0,66.801
264,4,74,328.162,153.559,25800.963,2,80,467.061,279.686,NA,11.944,0.04,90,90
265,4,75,328.162,153.559,26100.974,2,75,467.061,279.686,NA,0,0,0,-90
266,4,76,328.162,155.266,26400.986,2,34,468.768,278.136,NA,1.706,0.006,90,90
267,4,77,327.593,153.559,26700.997,2,60,470.566,279.924,NA,1.799,0.006,-108.435,161.565
268,4,78,329.299,147.303,27001.008,2,42,477.051,284.922,NA,6.485,0.022,-74.745,33.69
269,4,79,329.299,146.166,27301.019,2,38,478.188,285.962,NA,1.137,0.004,-90,-15.255
270,4,80,332.712,143.891,27601.03,2,36,482.289,286.694,NA,4.101,0.014,-33.69,56.31
271,4,81,340.674,131.379,27901.042,2,8,497.12,295.353,NA,14.831,0.049,-57.529,-23.839
272,5,1,257.638,462.384,6900.258,2,14,0,0,NA,NA,NA,NA,NA
273,5,2,247.97,457.834,7200.269,2,11,10.686,10.686,NA,10.686,0.036,-154.799,NA
274,5,3,245.695,447.028,7500.28,2,45,21.729,19.454,NA,11.043,0.037,-101.889,52.91
275,5,4,239.439,447.028,7800.291,2,17,27.985,23.812,NA,6.256,0.021,180,-78.111
276,5,5,234.889,447.028,8100.302,2,97,32.535,27.447,NA,4.55,0.015,180,0
277,5,6,230.339,445.891,8400.314,2,35,37.224,31.895,NA,4.69,0.016,-165.964,14.036
278,5,7,229.77,438.497,8700.325,2,18,44.64,36.705,NA,7.415,0.025,-94.399,71.565
279,5,8,228.633,429.966,9000.336,2,15,53.246,43.5,NA,8.607,0.029,-97.595,-3.196
