Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
27,1,27,65.405,320.768,7800.286,2,9,171.083,129.987,NA,3.815,0.013,-63.435,26.565
28,1,28,62.561,310.531,8100.297,2,7,181.708,138.16,NA,10.625,0.035,-105.524,-42.089
29,1,29,65.405,305.412,8400.308,2,18,187.563,143.982,NA,5.856,0.02,-60.945,44.579
30,1,30,61.424,297.45,8700.319,2,36,196.466,149.907,NA,8.902,0.03,-116.565,-55.62
31,1,31,52.893,296.881,9000.331,2,33,205.016,147.689,NA,8.55,0.028,-176.186,-59.621
32,1,32,51.755,288.919,9300.342,2,37,213.059,154.994,NA,8.043,0.027,-98.13,78.056
33,1,33,50.618,280.388,9600.353,2,35,221.665,162.919,NA,8.607,0.029,-97.595,0.535
34,1,34,50.618,276.407,9900.364,2,32,225.646,166.772,NA,3.981,0.013,-90,7.595
35,1,35,50.618,271.288,10200.375,2,16,230.765,171.734,NA,5.119,0.017,-90,0
36,1,36,46.068,254.795,10500.386,2,44,247.875,186.828,NA,17.109,0.057,-105.422,-15.422
37,1,37,40.949,247.97,10800.397,2,27,256.406,192.61,NA,8.531,0.028,-126.87,-21.448
38,1,38,38.105,247.97,11100.408,2,56,259.249,192.16,NA,2.844,0.009,180,-53.13
39,1,39,38.105,249.676,11400.419,2,40,260.956,190.474,NA,1.706,0.006,90,-90
40,1,40,38.105,250.814,11700.43,2,27,262.093,189.35,NA,1.137,0.004,90,0
41,1,41,38.105,250.814,12000.441,2,28,262.093,189.35,NA,0,0,0,-90
42,1,42,42.087,246.264,12300.452,2,38,268.139,194.483,NA,6.046,0.02,-48.814,-48.814
43,1,43,49.48,240.576,12600.463,2,36,277.467,201.441,NA,9.328,0.031,-37.569,11.245
44,1,44,59.718,237.733,12900.474,2,43,288.092,206.496,NA,10.625,0.035,-15.524,22.044
45,1,45,65.405,238.301,13200.485,2,28,293.807,207.416,NA,5.716,0.019,5.711,21.235
46,1,46,75.642,242.283,13500.496,2,38,304.792,206.652,NA,10.984,0.037,21.251,15.54
47,1,47,84.173,241.714,13800.507,2,17,313.342,210.086,NA,8.55,0.028,-3.814,-25.065
48,1,48,90.429,241.714,14100.518,2,46,319.598,212.402,NA,6.256,0.021,0,3.814
49,1,49,100.098,238.87,14400.529,2,25,329.676,218.872,NA,10.078,0.034,-16.39,-16.39
50,1,50,108.06,238.87,14700.54,2,51,337.638,222.3,NA,7.962,0.027,0,16.39
51,1,51,112.041,240.008,15000.551,2,38,341.779,223.091,NA,4.14,0.014,15.945,15.945
52,1,52,118.298,250.245,15300.562,2,17,353.776,217.139,NA,11.998,0.04,58.57,42.625
53,1,53,121.141,250.245,15600.573,2,27,356.62,218.583,NA,2.844,0.009,0,-58.57
54,1,54,123.416,250.245,15900.584,2,29,358.895,219.758,NA,2.275,0.008,0,0
55,1,55,123.416,254.795,16200.595,2,28,363.445,215.885,NA,4.55,0.015,90,90
56,1,56,123.416,273.563,16500.606,2,23,382.213,200.21,NA,18.768,0.063,90,0
57,1,57,126.26,291.194,16800.617,2,15,400.072,187.77,NA,17.859,0.06,80.838,-9.162
58,1,58,114.316,294.038,17100.628,2,11,412.349,178.256,NA,12.277,0.041,166.608,85.77
59,1,59,112.61,294.038,17400.639,2,17,414.055,177.254,NA,1.706,0.006,180,13.392
60,1,60,110.335,294.038,17700.65,2,18,416.33,175.935,NA,2.275,0.008,180,0
61,1,61,102.942,299.725,18000.661,2,55,425.658,167.052,NA,9.328,0.031,142.431,-37.569
62,1,62,93.842,300.863,18300.672,2,22,434.829,161.147,NA,9.171,0.031,172.875,30.444
63,1,63,91.567,299.156,18600.683,2,41,437.673,161.427,NA,2.844,0.009,-143.13,43.995
64,1,64,91.567,287.213,18900.694,2,20,449.616,171.802,NA,11.944,0.04,-90,53.13
65,1,65,96.117,285.507,19200.705,2,97,454.476,175.512,NA,4.859,0.016,-20.556,69.444
66,1,66,96.117,274.132,19500.716,2,83,465.85,185.476,NA,11.375,0.038,-90,-69.444
67,1,67,98.392,266.738,19800.727,2,58,473.586,193.078,NA,7.736,0.026,-72.897,17.103
68,1,68,101.235,265.032,20100.738,2,16,476.902,195.914,NA,3.316,0.011,-30.964,41.934
69,1,69,105.217,262.757,20400.749,2,14,481.488,199.809,NA,4.585,0.015,-29.745,1.219
70,1,70,105.217,251.382,20700.76,2,27,492.862,209.852,NA,11.375,0.038,-90,-60.255
71,1,71,110.904,251.382,21000.771,2,62,498.55,212.517,NA,5.687,0.019,0,90
72,1,72,120.004,258.207,21300.782,2,20,509.924,211.186,NA,11.375,0.038,36.87,36.87
73,1,73,129.104,259.345,21600.793,2,13,519.095,215.158,NA,9.171,0.031,7.125,-29.745
74,1,74,134.791,262.757,21900.804,2,28,525.728,215.6,NA,6.633,0.022,30.964,23.839
75,1,75,136.497,265.601,22200.815,2,14,529.044,214.306,NA,3.316,0.011,59.036,28.072
76,1,76,138.203,264.463,22500.826,2,29,531.095,216.236,NA,2.051,0.007,-33.69,-92.726
77,1,77,138.203,266.17,22800.837,2,13,532.801,214.869,NA,1.706,0.006,90,123.69
78,1,78,138.203,263.895,23100.848,2,9,535.076,216.692,NA,2.275,0.008,-90,-180
79,1,79,138.203,258.207,23400.859,2,36,540.763,221.286,NA,5.687,0.019,-90,0
80,1,80,139.341,257.638,23700.87,2,13,542.035,222.412,NA,1.272,0.004,-26.565,63.435
81,1,81,143.891,257.638,24000.881,2,22,546.585,225.107,NA,4.55,0.015,0,26.565
82,1,82,148.441,257.638,24300.892,2,19,551.135,227.86,NA,4.55,0.015,0,0
83,1,83,152.422,263.326,24600.903,2,8,558.077,225.892,NA,6.942,0.023,55.008,55.008
84,1,84,157.541,263.326,24900.914,2,18,563.196,229.174,NA,5.119,0.017,0,-55.008
85,1,85,163.228,263.326,25200.925,2,16,568.883,232.898,NA,5.687,0.019,0,0
86,1,86,170.621,268.444,25500.936,2,18,577.876,234.124,NA,8.993,0.03,34.695,34.695
87,1,87,170.621,269.582,25800.947,2,10,579.013,233.302,NA,1.137,0.004,90,55.305
88,1,88,170.621,272.426,26100.958,2,8,581.857,231.258,NA,2.844,0.009,90,0
89,1,89,170.621,259.913,26400.969,2,11,594.369,240.372,NA,12.512,0.042,-90,-180
90,1,90,170.621,258.207,26700.98,2,24,596.075,241.638,NA,1.706,0.006,-90,0
91,1,91,171.759,243.42,27000.992,2,13,610.906,253.558,NA,14.831,0.049,-85.601,4.399
92,1,92,177.446,232.614,27301.003,2,13,623.117,265.508,NA,12.211,0.041,-62.241,23.36
93,1,93,173.465,226.927,27601.014,2,19,630.06,267.465,NA,6.942,0.023,-124.992,-62.751
94,2,1,32.797,522.291,3900.143,2,26,0,0,NA,NA,NA,NA,NA
95,2,2,32.797,513.571,4200.154,2,105,8.721,8.721,NA,8.721,0.029,-90,NA
96,2,3,32.797,507.883,4500.165,2,90,14.408,14.408,NA,5.687,0.019,-90,0
97,2,4,32.039,500.3,4800.176,2,19,22.029,22.004,NA,7.621,0.025,-95.711,-5.711
98,2,5,32.039,496.509,5100.187,2,28,25.821,25.794,NA,3.792,0.013,-90,5.711
99,2,6,36.21,496.509,5400.198,2,22,29.991,26.008,NA,4.171,0.014,0,90
100,2,7,40.001,496.888,5700.209,2,60,33.802,26.405,NA,3.81,0.013,5.711,5.711
101,2,8,33.556,504.85,6000.22,2,23,44.046,17.458,NA,10.244,0.034,128.991,123.28
102,2,9,37.726,502.575,6300.231,2,19,48.797,20.323,NA,4.751,0.016,-28.61,-157.601
103,2,10,40.76,489.684,6600.242,2,17,62.04,33.566,NA,13.243,0.044,-76.759,-48.149
104,2,11,46.447,486.271,6900.253,2,13,68.673,38.52,NA,6.633,0.022,-30.964,45.796
105,2,12,50.997,482.48,7200.264,2,11,74.596,43.774,NA,5.923,0.02,-39.806,-8.842
106,2,13,51.755,476.034,7500.275,2,20,81.086,49.991,NA,6.49,0.022,-83.29,-43.485
107,2,14,55.926,474.138,7800.286,2,9,85.667,53.42,NA,4.581,0.015,-24.444,58.846
108,2,15,61.992,470.347,8100.297,2,18,92.821,59.587,NA,7.154,0.024,-32.005,-7.561
109,2,16,68.059,465.038,8400.308,2,24,100.882,67.241,NA,8.061,0.027,-41.186,-9.181
110,2,17,71.851,456.697,8700.319,2,8,110.045,76.34,NA,9.163,0.031,-65.556,-24.37
111,2,18,78.296,449.114,9000.331,2,9,119.997,86.169,NA,9.952,0.033,-49.635,15.921
112,2,19,85.121,443.426,9300.342,2,11,128.881,94.644,NA,8.884,0.03,-39.806,9.83
113,2,20,90.809,432.052,9600.353,2,37,141.599,107.278,NA,12.717,0.042,-63.435,-23.629
114,2,21,102.562,426.743,9900.364,2,25,154.496,118.307,NA,12.897,0.043,-24.305,39.13
115,2,22,108.629,418.402,10200.375,2,41,164.81,128.622,NA,10.314,0.034,-53.973,-29.668
116,2,23,113.937,418.402,10500.386,2,22,170.118,131.821,NA,5.308,0.018,0,53.973
117,2,24,115.833,410.06,10800.397,2,9,178.672,139.609,NA,8.554,0.029,-77.196,-77.196
118,2,25,122.279,407.406,11100.408,2,12,185.643,145.621,NA,6.971,0.023,-22.38,54.816
119,2,26,129.104,396.411,11400.419,2,10,198.585,158.496,NA,12.941,0.043,-58.173,-35.792
120,2,27,137.445,375.178,11700.43,2,10,221.397,180.537,NA,22.813,0.076,-68.552,-10.38
121,2,28,142.374,377.073,12000.441,2,32,226.678,181.921,NA,5.281,0.018,21.038,89.59
122,2,29,149.957,377.073,12300.452,2,18,234.262,186.587,NA,7.583,0.025,0,-21.038
123,2,30,154.886,376.694,12600.463,2,23,239.205,190.011,NA,4.944,0.016,-4.399,-4.399
124,2,31,154.886,376.694,12900.474,2,17,239.205,190.011,NA,0,0,0,4.399
125,2,32,157.161,376.694,13200.485,2,21,241.48,191.481,NA,2.275,0.008,0,0
126,2,33,162.09,381.623,13500.496,2,22,248.451,191.061,NA,6.971,0.023,45,45
127,2,34,162.849,384.277,13800.507,2,47,251.211,189.634,NA,2.76,0.009,74.055,29.055
128,2,35,165.882,385.036,14100.518,2,32,254.338,191.182,NA,3.127,0.01,14.036,-60.018
129,2,36,165.882,383.898,14400.529,2,36,255.475,192,NA,1.137,0.004,-90,-104.036
130,2,37,165.882,379.348,14700.54,2,22,260.025,195.305,NA,4.55,0.015,-90,0
131,2,38,168.157,386.552,15000.551,2,19,267.58,191.696,NA,7.555,0.025,72.474,162.474
132,2,39,168.157,386.932,15300.562,2,33,267.959,191.428,NA,0.379,0.001,90,17.526
133,2,40,170.432,390.723,15600.573,2,61,272.381,190.403,NA,4.422,0.015,59.036,-30.964
134,2,41,163.228,383.519,15900.584,2,24,282.569,190.446,NA,10.188,0.034,-135,165.964
135,2,42,163.228,383.898,16200.595,2,48,282.948,190.17,NA,0.379,0.001,90,-135
136,2,43,163.228,386.173,16500.606,2,37,285.223,188.521,NA,2.275,0.008,90,0
137,2,44,167.019,386.173,16800.617,2,23,289.015,191.164,NA,3.792,0.013,0,-90
138,2,45,167.399,383.898,17100.628,2,23,291.321,193.055,NA,2.306,0.008,-80.538,-80.538
139,2,46,166.261,377.832,17400.639,2,46,297.493,196.675,NA,6.172,0.021,-100.62,-20.082
140,2,47,166.261,369.49,17700.65,2,32,305.835,202.881,NA,8.341,0.028,-90,10.62
141,2,48,163.986,361.528,18000.661,2,13,314.116,207.498,NA,8.281,0.028,-105.945,-15.945
142,2,49,168.157,352.807,18300.672,2,6,323.782,216.903,NA,9.667,0.032,-64.44,41.505
143,2,50,169.294,324.75,18600.683,2,10,351.863,240.113,NA,28.081,0.094,-87.678,-23.238
144,2,51,167.778,326.645,18900.694,2,28,354.291,237.691,NA,2.428,0.008,128.66,-143.662
145,2,52,170.432,324.75,19200.705,2,33,357.553,240.761,NA,3.262,0.011,-35.538,-164.197
146,2,53,177.636,323.233,19500.716,2,8,364.914,246.176,NA,7.362,0.025,-11.889,23.649
147,2,54,178.773,323.233,19800.727,2,26,366.052,246.847,NA,1.137,0.004,0,11.889
148,2,55,178.773,320.958,20100.738,2,28,368.327,248.685,NA,2.275,0.008,-90,-90
149,2,56,180.29,320.579,20400.749,2,25,369.89,249.884,NA,1.563,0.005,-14.036,75.964
150,2,57,180.29,317.546,20700.76,2,30,372.923,252.339,NA,3.033,0.01,-90,-75.964
151,2,58,180.29,314.891,21000.771,2,20,375.578,254.497,NA,2.654,0.009,-90,0
152,2,59,179.153,314.891,21300.782,2,84,376.715,253.84,NA,1.137,0.004,180,-90
153,2,60,179.153,320.2,21600.793,2,33,382.023,249.521,NA,5.308,0.018,90,-90
154,2,61,176.498,320.2,21900.804,2,12,384.677,247.974,NA,2.654,0.009,180,90
155,2,62,176.498,322.475,22200.815,2,10,386.952,246.123,NA,2.275,0.008,90,-90
156,2,63,178.394,323.991,22500.826,2,10,389.38,246.011,NA,2.428,0.008,38.66,-51.34
157,2,64,181.048,310.721,22800.837,2,17,402.914,258.342,NA,13.533,0.045,-78.69,-117.35
158,2,65,181.048,310.721,23100.848,2,5,402.914,258.342,NA,0,0,0,78.69
159,2,66,181.048,305.033,23400.859,2,23,408.601,263.02,NA,5.687,0.019,-90,-90
160,2,67,181.048,296.313,23700.87,2,8,417.322,270.268,NA,8.721,0.029,-90,0
161,2,68,184.461,295.175,24000.881,2,9,420.919,273.1,NA,3.597,0.012,-18.435,71.565
162,2,69,185.977,288.729,24300.892,2,8,427.54,279.312,NA,6.622,0.022,-76.759,-58.325
163,2,70,187.494,288.35,24600.903,2,7,429.104,280.463,NA,1.563,0.005,-14.036,62.723
164,2,71,191.286,286.075,24900.914,2,11,433.525,284.458,NA,4.422,0.015,-30.964,-16.928
165,2,72,191.286,282.663,25200.925,2,15,436.938,287.298,NA,3.412,0.011,-90,-59.036
166,2,73,197.731,286.075,25500.936,2,8,444.231,288.099,NA,7.293,0.024,27.897,117.897
167,2,74,197.731,287.592,25800.947,2,14,445.748,286.857,NA,1.517,0.005,90,62.103
168,2,75,197.731,292.9,26100.958,2,3,451.056,282.531,NA,5.308,0.018,90,0
169,2,76,198.11,294.038,26400.969,2,12,452.255,281.83,NA,1.199,0.004,71.565,-18.435
170,2,77,198.11,306.929,26700.98,2,8,465.146,271.495,NA,12.891,0.043,90,18.435
171,2,78,202.281,306.929,27000.992,2,15,469.317,274.054,NA,4.171,0.014,0,-90
172,2,79,204.556,312.237,27301.003,2,21,475.092,271.337,NA,5.775,0.019,66.801,66.801
173,2,80,204.556,318.304,27601.014,2,24,481.159,266.668,NA,6.067,0.02,90,23.199
174,2,81,211.002,334.608,27901.025,2,12,498.69,258.809,NA,17.532,0.058,68.429,-21.571
175,2,82,211.002,340.674,28201.036,2,18,504.757,254.444,NA,6.067,0.02,90,21.571
176,2,83,215.173,344.845,28501.047,2,11,510.655,254.456,NA,5.898,0.02,45,-45
177,2,84,217.827,348.257,28801.058,2,17,514.978,254.015,NA,4.323,0.014,52.125,7.125
178,2,85,227.306,356.22,29101.069,2,8,527.358,255.76,NA,12.379,0.041,40.03,-12.095
179,2,86,233.751,353.566,29401.08,2,11,534.329,262.395,NA,6.971,0.023,-22.38,-62.41
180,2,87,240.576,348.257,29701.091,2,9,542.975,271.035,NA,8.646,0.029,-37.875,-15.495
181,2,88,244.747,349.774,30001.102,2,35,547.413,273.285,NA,4.438,0.015,19.983,57.858
182,2,89,246.264,349.395,30301.113,2,48,548.976,274.702,NA,1.563,0.005,-14.036,-34.019
183,2,90,245.885,353.186,30601.124,2,40,552.786,272.034,NA,3.81,0.013,95.711,109.747
184,2,91,245.885,353.945,30901.135,2,46,553.545,271.564,NA,0.758,0.003,90,-5.711
185,2,92,250.055,355.082,31201.146,2,18,557.868,274.153,NA,4.323,0.014,15.255,-74.745
186,2,93,255.743,355.082,31501.157,2,15,563.555,278.682,NA,5.687,0.019,0,-15.255
187,2,94,267.876,366.457,31801.168,2,13,580.186,282.039,NA,16.631,0.055,43.152,43.152
188,2,95,277.355,380.107,32101.179,2,15,596.805,282.887,NA,16.618,0.055,55.222,12.07
189,2,96,278.113,387.69,32401.19,2,22,604.426,279.817,NA,7.621,0.025,84.289,29.067
190,2,97,283.8,394.515,32701.201,2,11,613.31,281.655,NA,8.884,0.03,50.194,-34.095
191,2,98,283.8,400.202,33001.212,2,16,618.997,279.121,NA,5.687,0.019,90,39.806
192,2,99,283.421,401.719,33301.223,2,21,620.56,278.119,NA,1.563,0.005,104.036,14.036
193,2,100,283.8,405.89,33601.234,2,24,624.748,276.68,NA,4.188,0.014,84.806,-19.231
194,2,101,286.455,405.89,33901.245,2,9,627.402,279.09,NA,2.654,0.009,0,-84.806
195,2,102,286.455,405.89,34201.256,2,40,627.402,279.09,NA,0,0,0,0
196,2,103,287.592,416.127,34501.267,2,29,637.703,276.028,NA,10.3,0.034,83.66,83.66
197,2,104,287.592,421.056,34801.278,2,27,642.632,274.17,NA,4.929,0.016,90,6.34
198,2,105,286.455,427.881,35101.289,2,26,649.551,270.657,NA,6.919,0.023,99.462,9.462
199,2,106,286.834,433.189,35401.3,2,29,654.873,269.209,NA,5.322,0.018,85.914,-13.548
200,2,107,286.834,440.772,35701.311,2,21,662.456,266.796,NA,7.583,0.025,90,4.086
201,2,108,285.317,453.664,36001.322,2,21,675.436,261.679,NA,12.98,0.043,96.71,6.71
202,2,109,285.696,467.313,36301.333,2,25,689.091,258.806,NA,13.655,0.046,88.409,-8.301
203,2,110,285.696,471.105,36601.344,2,20,692.883,258.027,NA,3.792,0.013,90,1.591
204,2,111,285.696,480.584,36901.355,2,12,702.362,256.315,NA,9.479,0.032,90,0
205,2,112,282.663,482.859,37201.366,2,42,706.153,252.958,NA,3.792,0.013,143.13,53.13
206,2,113,281.525,485.513,37501.377,2,12,709.041,251.433,NA,2.888,0.01,113.199,-29.932
207,2,114,282.284,488.167,37801.388,2,52,711.801,251.809,NA,2.76,0.009,74.055,-39.144
208,2,115,280.388,498.404,38101.399,2,21,722.212,248.74,NA,10.411,0.035,100.491,26.437
209,2,116,278.871,502.575,38401.41,2,15,726.65,246.863,NA,4.438,0.015,109.983,9.492
210,2,117,278.492,509.021,38701.421,2,16,733.107,246.053,NA,6.457,0.022,93.366,-16.617
211,2,118,278.113,514.329,39001.432,2,17,738.429,245.445,NA,5.322,0.018,94.086,0.719
212,2,119,273.184,522.67,39301.443,2,12,748.118,240.387,NA,9.689,0.032,120.579,26.494
213,2,120,269.013,533.287,39601.454,2,47,759.524,236.472,NA,11.406,0.038,111.448,-9.131
214,2,121,269.013,537.458,39901.465,2,72,763.695,236.702,NA,4.171,0.014,90,-21.448
215,2,122,269.013,542.766,40201.476,2,63,769.003,237.102,NA,5.308,0.018,90,0
216,2,123,267.117,549.212,40501.487,2,45,775.722,235.861,NA,6.719,0.022,106.39,16.39
217,2,124,260.672,549.212,40801.498,2,24,782.168,229.459,NA,6.446,0.021,180,73.61
218,2,125,254.984,549.212,41101.509,2,57,787.855,223.812,NA,5.687,0.019,180,0
219,2,126,256.122,552.245,41401.52,2,27,791.095,225.324,NA,3.24,0.011,69.444,-110.556
220,2,127,257.638,553.762,41701.531,2,30,793.239,227.033,NA,2.145,0.007,45,-24.444
221,2,128,258.397,556.795,42001.542,2,16,796.366,228.223,NA,3.127,0.01,75.964,30.964
222,2,129,261.809,565.136,42301.553,2,18,805.379,232.985,NA,9.013,0.03,67.751,-8.213
223,2,130,264.084,569.307,42601.564,2,20,810.129,236.017,NA,4.751,0.016,61.39,-6.361
224,2,131,265.98,570.444,42901.575,2,43,812.34,238.103,NA,2.211,0.007,30.964,-30.426
225,2,132,265.98,573.099,43201.586,2,55,814.994,238.654,NA,2.654,0.009,90,59.036
226,2,133,265.98,576.132,43501.597,2,66,818.028,239.318,NA,3.033,0.01,90,0
227,2,134,267.117,579.544,43801.608,2,35,821.625,241.213,NA,3.597,0.012,71.565,-18.435
228,3,1,116.591,566.274,4200.154,2,18,0,0,NA,NA,NA,NA,NA
229,3,2,121.52,563.999,4500.165,2,30,5.429,5.429,NA,5.429,0.018,-24.775,NA
230,3,3,122.279,563.999,4800.176,2,18,6.187,6.125,NA,0.758,0.003,0,24.775
231,3,4,122.279,559.449,5100.187,2,27,10.737,8.884,NA,4.55,0.015,-90,-90
232,3,5,125.312,551.107,5400.198,2,10,19.613,17.495,NA,8.876,0.03,-70.017,19.983
233,3,6,125.312,543.524,5700.209,2,15,27.196,24.364,NA,7.583,0.025,-90,-19.983
234,3,7,124.175,540.87,6000.22,2,45,30.084,26.511,NA,2.888,0.01,-113.199,-23.199
235,3,8,124.554,540.87,6300.231,2,48,30.463,26.622,NA,0.379,0.001,0,113.199
236,3,9,124.554,540.87,6600.242,2,50,30.463,26.622,NA,0,0,0,0
237,3,10,123.416,535.183,6900.253,2,81,36.263,31.831,NA,5.8,0.019,-101.31,-101.31
238,3,11,124.933,535.183,7200.264,2,25,37.779,32.191,NA,1.517,0.005,0,101.31
239,3,12,124.933,524.187,7500.275,2,68,48.775,42.905,NA,10.996,0.037,-90,-90
240,3,13,128.724,518.879,7800.286,2,69,55.298,48.923,NA,6.523,0.022,-54.462,35.538
241,3,14,130.999,518.879,8100.297,2,66,57.573,49.536,NA,2.275,0.008,0,54.462
242,3,15,130.999,519.637,8400.308,2,88,58.332,48.811,NA,0.758,0.003,90,90
243,3,16,130.999,519.637,8700.319,2,58,58.332,48.811,NA,0,0,0,-90
244,3,17,134.412,519.637,9000.331,2,64,61.744,49.925,NA,3.412,0.011,0,0
245,3,18,137.066,521.912,9300.342,2,58,65.24,48.859,NA,3.496,0.012,40.601,40.601
246,3,19,142.753,526.083,9600.353,2,53,72.292,47.956,NA,7.053,0.024,36.254,-4.347
247,3,20,146.924,524.945,9900.364,2,43,76.616,51.265,NA,4.323,0.014,-15.255,-51.509
248,3,21,152.991,524.945,10200.375,2,38,82.682,55.072,NA,6.067,0.02,0,15.255
249,3,22,156.024,526.841,10500.386,2,95,86.259,55.766,NA,3.577,0.012,32.005,32.005
250,3,23,156.024,526.841,10800.397,2,92,86.259,55.766,NA,0,0,0,-32.005
251,3,24,164.365,527.979,11100.408,2,71,94.678,61.228,NA,8.419,0.028,7.765,7.765
252,3,25,165.124,536.699,11400.419,2,75,103.431,56.833,NA,8.754,0.029,85.03,77.265
253,3,26,165.503,537.458,11700.43,2,45,104.279,56.769,NA,0.848,0.003,63.435,-21.595
254,3,27,174.982,537.458,12000.441,2,66,113.758,65.114,NA,9.479,0.032,0,-63.435
255,3,28,181.428,537.837,12300.452,2,74,120.215,70.798,NA,6.457,0.022,3.366,3.366
256,3,29,187.494,535.183,12600.463,2,29,126.837,77.42,NA,6.622,0.022,-23.629,-26.996
257,3,30,190.527,535.183,12900.474,2,59,129.87,80.207,NA,3.033,0.01,0,23.629
258,3,31,207.21,532.908,13200.485,2,15,146.707,96.566,NA,16.837,0.056,-7.765,-7.765
259,3,32,206.073,539.353,13500.496,2,17,153.253,93.443,NA,6.545,0.022,100.008,107.773
260,3,33,205.694,543.524,13800.507,2,16,157.441,91.961,NA,4.188,0.014,95.194,-4.814
261,3,34,205.315,543.524,14100.518,2,9,157.82,91.593,NA,0.379,0.001,180,84.806
262,3,35,204.177,537.458,14400.529,2,20,163.992,92.204,NA,6.172,0.021,-100.62,79.38
263,3,36,205.315,536.699,14700.54,2,27,165.359,93.522,NA,1.367,0.005,-33.69,66.93
264,3,37,205.315,526.462,15000.551,2,12,175.596,97.246,NA,10.237,0.034,-90,-56.31
265,3,38,205.315,512.812,15300.562,2,19,189.246,103.585,NA,13.65,0.045,-90,0
266,3,39,205.315,513.192,15600.573,2,13,189.625,103.39,NA,0.379,0.001,90,180
267,3,40,205.315,514.329,15900.584,2,13,190.763,102.811,NA,1.137,0.004,90,0
268,3,41,204.935,507.883,16200.595,2,27,197.22,105.897,NA,6.457,0.022,-93.366,176.634
269,3,42,200.765,457.834,16500.606,2,26,247.442,137.274,NA,50.222,0.167,-94.764,-1.397
270,3,43,201.523,467.313,16800.617,2,15,256.951,130.409,NA,9.509,0.032,85.426,-179.81
271,3,44,200.385,473.759,17100.628,2,8,263.497,124.822,NA,6.545,0.022,100.008,14.582
272,3,45,192.423,469.967,17400.639,2,15,272.316,122.578,NA,8.819,0.029,-154.537,105.455
273,3,46,193.94,466.176,17700.65,2,9,276.399,126.5,NA,4.084,0.014,-68.199,86.338
274,3,47,195.077,460.109,18000.661,2,19,282.571,132.026,NA,6.172,0.021,-79.38,-11.182
275,3,48,195.836,455.939,18300.672,2,9,286.811,135.844,NA,4.239,0.014,-79.695,-0.315
276,3,49,203.04,447.976,18600.683,2,43,297.548,146.518,NA,10.738,0.036,-47.862,31.833
277,3,50,218.585,433.568,18900.694,2,26,318.744,167.372,NA,21.196,0.071,-42.825,5.037
278,3,51,225.789,422.573,19200.705,2,18,331.889,180.483,NA,13.145,0.044,-56.768,-13.943
279,3,52,231.476,422.573,19500.716,2,47,337.577,183.98,NA,5.687,0.019,0,56.768
