Nr,TID,PID,x [micron],y [micron],t [sec],c [idx],I [val],Len [micron],D2S [micron],D2R [micron],D2P [micron],v [micron/sec],α [deg],Δα [deg]
33,1,33,398.686,237.164,9600.368,2,86,231.9,155.098,NA,10.579,0.035,-126.254,53.746
34,1,34,398.686,237.164,9900.38,2,55,231.9,155.098,NA,0,0,0,126.254
35,1,35,386.173,237.164,10200.391,2,87,244.412,165.873,NA,12.512,0.042,180,180
36,1,36,381.623,237.164,10500.403,2,91,248.962,169.85,NA,4.55,0.015,180,0
37,1,37,371.386,237.164,10800.414,2,81,259.199,178.899,NA,10.237,0.034,180,0
38,1,38,371.386,237.164,11100.426,2,96,259.199,178.899,NA,0,0,0,-180
39,1,39,359.443,237.164,11400.437,2,134,271.143,189.609,NA,11.944,0.04,180,180
40,1,40,352.618,237.164,11700.449,2,99,277.968,195.793,NA,6.825,0.023,180,0
41,1,41,346.93,237.164,12000.46,2,111,283.655,200.978,NA,5.687,0.019,180,0
42,1,42,342.949,234.32,12300.472,2,67,288.548,205.772,NA,4.892,0.016,-144.462,35.538
43,1,43,339.537,230.908,12600.483,2,97,293.374,210.291,NA,4.826,0.016,-135,9.462
44,1,44,331.574,230.908,12900.495,2,94,301.336,217.552,NA,7.962,0.027,180,-45
45,1,45,327.593,231.476,13200.506,2,98,305.358,220.975,NA,4.022,0.013,171.87,-8.13
46,1,46,316.218,231.476,13500.518,2,97,316.732,231.47,NA,11.375,0.038,180,8.13
47,1,47,307.687,230.908,13800.529,2,112,325.282,239.602,NA,8.55,0.028,-176.186,3.814
48,1,48,302,228.633,14100.541,2,90,331.408,245.727,NA,6.125,0.02,-158.199,17.987
49,1,49,295.744,228.633,14400.552,2,110,337.664,251.559,NA,6.256,0.021,180,-21.801
50,1,50,290.625,228.633,14700.564,2,99,342.783,256.345,NA,5.119,0.017,180,0
51,1,51,285.507,228.633,15000.575,2,192,347.901,261.143,NA,5.119,0.017,180,0
52,1,52,281.525,228.064,15300.587,2,133,351.923,265.078,NA,4.022,0.013,-171.87,8.13
53,1,53,280.957,224.652,15600.598,2,118,355.382,266.796,NA,3.459,0.012,-99.462,72.408
54,1,54,272.426,224.652,15900.61,2,158,363.913,274.796,NA,8.531,0.028,180,-80.538
55,1,55,272.426,224.652,16200.621,2,91,363.913,274.796,NA,0,0,0,-180
56,1,56,264.463,224.652,16500.633,2,133,371.876,282.291,NA,7.962,0.027,180,180
57,1,57,262.757,224.652,16800.644,2,84,373.582,283.9,NA,1.706,0.006,180,0
58,1,58,247.97,224.652,17100.656,2,106,388.369,297.893,NA,14.787,0.049,180,0
59,1,59,245.126,226.927,17400.667,2,95,392.011,299.889,NA,3.642,0.012,141.34,-38.66
60,1,60,245.126,226.927,17700.679,2,76,392.011,299.889,NA,0,0,0,-141.34
61,1,61,243.42,231.476,18000.69,2,61,396.87,300.16,NA,4.859,0.016,110.556,110.556
62,1,62,237.164,234.32,18300.702,2,149,403.742,305.354,NA,6.872,0.023,155.556,45
63,1,63,226.358,234.32,18600.713,2,47,414.548,315.754,NA,10.806,0.036,180,24.444
64,1,64,226.358,234.32,18900.725,2,48,414.548,315.754,NA,0,0,0,-180
65,1,65,226.358,233.183,19200.736,2,36,415.686,316.059,NA,1.137,0.004,-90,-90
66,1,66,226.358,229.77,19500.748,2,139,419.098,317,NA,3.412,0.011,-90,0
67,1,67,218.395,229.77,19800.759,2,176,427.06,324.65,NA,7.962,0.027,180,-90
68,1,68,218.395,229.77,20100.771,2,81,427.06,324.65,NA,0,0,0,-180
69,1,69,216.689,232.045,20400.782,2,132,429.904,325.679,NA,2.844,0.009,126.87,126.87
70,1,70,215.552,232.045,20700.794,2,59,431.042,326.775,NA,1.137,0.004,180,53.13
71,1,71,214.414,233.183,21000.805,2,122,432.65,327.574,NA,1.609,0.005,135,-45
72,1,72,210.433,233.183,21300.817,2,119,436.631,331.418,NA,3.981,0.013,180,45
73,1,73,203.608,233.183,21600.828,2,84,443.456,338.017,NA,6.825,0.023,180,0
74,1,74,196.215,228.064,21900.84,2,101,452.449,346.478,NA,8.993,0.03,-145.305,34.695
75,1,75,189.959,228.064,22200.851,2,42,458.705,352.521,NA,6.256,0.021,180,-34.695
76,1,76,182.565,231.476,22500.863,2,54,466.848,358.826,NA,8.143,0.027,155.225,-24.775
77,1,77,176.309,231.476,22800.874,2,107,473.104,364.898,NA,6.256,0.021,180,24.775
78,1,78,175.171,231.476,23100.886,2,94,474.242,366.002,NA,1.137,0.004,180,0
79,1,79,175.171,231.476,23400.897,2,97,474.242,366.002,NA,0,0,0,-180
80,1,80,172.328,230.339,23700.909,2,102,477.304,369.036,NA,3.063,0.01,-158.199,-158.199
81,1,81,167.778,229.77,24000.92,2,147,481.89,373.59,NA,4.585,0.015,-172.875,-14.676
82,1,82,165.503,226.358,24300.932,2,85,485.991,376.622,NA,4.101,0.014,-123.69,49.185
83,1,83,165.503,226.358,24600.943,2,88,485.991,376.622,NA,0,0,0,123.69
84,1,84,164.365,226.358,24900.955,2,68,487.128,377.724,NA,1.137,0.004,180,180
85,1,85,162.09,230.908,25200.966,2,45,492.215,378.851,NA,5.087,0.017,116.565,-63.435
86,1,86,156.403,232.614,25500.978,2,70,498.153,384,NA,5.938,0.02,163.301,46.736
87,1,87,152.422,232.614,25800.989,2,85,502.134,387.881,NA,3.981,0.013,180,16.699
88,1,88,152.422,232.614,26101.001,2,78,502.134,387.881,NA,0,0,0,-180
89,1,89,145.597,232.614,26401.012,2,88,508.959,394.538,NA,6.825,0.023,180,180
90,1,90,138.772,232.614,26701.024,2,57,515.784,401.202,NA,6.825,0.023,180,0
91,1,91,133.085,233.183,27001.035,2,54,521.5,406.638,NA,5.716,0.019,174.289,-5.711
92,1,92,133.085,233.183,27301.047,2,91,521.5,406.638,NA,0,0,0,-174.289
93,1,93,133.085,234.32,27601.058,2,62,522.637,406.401,NA,1.137,0.004,90,90
94,1,94,133.085,236.026,27901.07,2,69,524.344,406.05,NA,1.706,0.006,90,0
95,1,95,133.085,236.026,28201.081,2,108,524.344,406.05,NA,0,0,0,-90
96,1,96,130.241,237.164,28501.093,2,103,527.406,408.606,NA,3.063,0.01,158.199,158.199
97,1,97,130.241,237.164,28801.104,2,73,527.406,408.606,NA,0,0,0,-158.199
98,1,98,122.847,237.164,29101.116,2,38,534.8,415.854,NA,7.394,0.025,180,180
99,1,99,113.179,220.102,29401.128,2,98,554.411,428.936,NA,19.611,0.065,-119.539,60.461
100,1,100,118.866,217.258,29701.139,2,23,560.77,424.074,NA,6.359,0.021,-26.565,92.974
101,1,101,115.454,216.121,30001.151,2,15,564.367,427.659,NA,3.597,0.012,-161.565,-135
102,1,102,109.766,216.121,30301.162,2,26,570.054,433.183,NA,5.687,0.019,180,-18.435
103,1,103,105.217,207.021,30601.174,2,39,580.228,439.827,NA,10.174,0.034,-116.565,63.435
104,1,104,105.217,197.921,30901.185,2,24,589.328,442.224,NA,9.1,0.03,-90,26.565
105,1,105,105.217,197.921,31201.197,2,21,589.328,442.224,NA,0,0,0,90
106,1,106,105.785,193.94,31501.208,2,36,593.349,442.782,NA,4.022,0.013,-81.87,-81.87
107,1,107,104.079,180.859,31801.22,2,27,606.541,448.267,NA,13.192,0.044,-97.431,-15.562
108,1,108,104.079,171.19,32101.231,2,42,616.21,451.334,NA,9.669,0.032,-90,7.431
109,1,109,98.96,171.759,32401.243,2,72,621.36,455.991,NA,5.15,0.017,173.66,-96.34
110,1,110,98.96,161.522,32701.254,2,57,631.597,459.392,NA,10.237,0.034,-90,96.34
111,1,111,98.96,161.522,33001.266,2,20,631.597,459.392,NA,0,0,0,90
112,1,112,85.879,161.522,33301.277,2,25,644.678,471.705,NA,13.081,0.044,180,180
113,1,113,82.467,160.953,33601.289,2,30,648.138,475.112,NA,3.459,0.012,-170.538,9.462
114,1,114,81.33,151.284,33901.3,2,50,657.873,479.474,NA,9.735,0.032,-96.71,73.828
115,1,115,74.505,149.009,34201.312,2,29,665.067,486.664,NA,7.194,0.024,-161.565,-64.855
116,1,116,70.524,142.753,34501.323,2,16,672.482,492.597,NA,7.415,0.025,-122.471,39.094
117,1,117,65.974,138.772,34801.335,2,19,678.528,498.273,NA,6.046,0.02,-138.814,-16.343
118,1,118,63.13,142.185,35101.346,2,25,682.97,499.711,NA,4.442,0.015,129.806,-91.38
119,1,119,63.13,143.322,35401.358,2,16,684.108,499.31,NA,1.137,0.004,90,-39.806
120,1,120,55.168,145.028,35701.369,2,34,692.251,506.185,NA,8.143,0.027,167.905,77.905
121,1,121,55.168,145.028,36001.381,2,12,692.251,506.185,NA,0,0,0,-167.905
122,1,122,50.049,126.829,36301.392,2,16,711.156,517.464,NA,18.906,0.063,-105.709,-105.709
123,1,123,42.087,131.947,36601.404,2,41,720.622,523.018,NA,9.466,0.032,147.265,-107.027
124,1,124,34.693,131.947,36901.415,2,14,728.016,529.931,NA,7.394,0.025,180,32.735
125,1,125,31.849,136.497,37201.427,2,12,733.381,531.015,NA,5.365,0.018,122.005,-57.995
126,1,126,25.593,137.066,37501.438,2,6,739.663,536.703,NA,6.282,0.021,174.806,52.8
127,1,127,10.806,116.591,37801.45,2,39,764.919,557.728,NA,25.256,0.084,-125.838,59.357
128,1,128,6.256,107.112,38101.461,2,37,775.434,565.449,NA,10.514,0.035,-115.641,10.197
129,1,129,1.706,102.562,38401.473,2,26,781.868,571.377,NA,6.435,0.021,-135,-19.359
130,1,130,0.948,92.325,38701.484,2,28,792.133,576.024,NA,10.265,0.034,-94.236,40.764
131,1,131,3.223,73.367,39001.496,2,22,811.227,581.671,NA,19.094,0.064,-83.157,11.079
132,1,132,3.223,60.476,39301.507,2,20,824.119,587.224,NA,12.891,0.043,-90,-6.843
133,1,133,2.465,59.718,39601.519,2,25,825.191,588.239,NA,1.072,0.004,-135,-45
134,1,134,0,59.718,39901.53,2,32,827.656,590.453,NA,2.465,0.008,180,-45
135,1,135,0,69.196,40201.542,2,14,837.135,586.357,NA,9.479,0.032,90,-90
136,2,1,564.188,350.343,0,2,78,0,0,NA,NA,NA,NA,NA
137,2,2,559.07,345.224,300.012,2,82,7.239,7.239,NA,7.239,0.024,-135,NA
138,2,3,554.52,330.437,600.023,2,89,22.71,22.13,NA,15.471,0.052,-107.103,27.897
139,2,4,551.676,325.887,900.035,2,57,28.076,27.471,NA,5.365,0.018,-122.005,-14.903
140,2,5,547.411,322.475,1200.046,2,31,33.538,32.529,NA,5.463,0.018,-141.34,-19.335
141,2,6,543.429,316.218,1500.058,2,30,40.954,39.942,NA,7.415,0.025,-122.471,18.869
142,2,7,538.595,306.55,1800.069,2,12,51.763,50.723,NA,10.81,0.036,-116.565,5.906
143,2,8,536.889,294.606,2100.081,2,44,63.828,62.063,NA,12.065,0.04,-98.13,18.435
144,2,9,540.301,291.763,2400.092,2,43,68.27,63.263,NA,4.442,0.015,-39.806,58.325
145,2,10,547.316,282.663,2700.104,2,72,79.76,69.751,NA,11.49,0.038,-52.374,-12.568
146,2,11,544.283,278.113,3000.115,2,36,85.228,74.922,NA,5.468,0.018,-123.69,-71.316
147,2,12,543.145,272.046,3300.127,2,40,91.4,81.075,NA,6.172,0.021,-100.62,23.07
148,2,13,536.32,264.463,3600.138,2,38,101.602,90.288,NA,10.202,0.034,-131.987,-31.368
149,2,14,536.32,264.084,3900.15,2,57,101.982,90.649,NA,0.379,0.001,-90,41.987
150,2,15,526.841,253.847,4200.161,2,43,115.933,103.471,NA,13.952,0.047,-132.797,-42.797
151,2,16,526.841,241.714,4500.173,2,50,128.066,114.87,NA,12.133,0.04,-90,42.797
152,2,17,526.841,241.714,4800.184,2,58,128.066,114.87,NA,0,0,0,90
153,2,18,523.808,238.301,5100.196,2,47,132.632,119.096,NA,4.566,0.015,-131.634,-131.634
154,2,19,518.5,238.301,5400.207,2,52,137.94,120.999,NA,5.308,0.018,180,-48.366
155,2,20,512.054,238.301,5700.219,2,54,144.386,123.577,NA,6.446,0.021,180,0
156,2,21,504.85,235.268,6000.23,2,50,152.203,129.473,NA,7.817,0.026,-157.166,22.834
157,2,22,504.85,235.268,6300.242,2,19,152.203,129.473,NA,0,0,0,157.166
158,2,23,493.475,234.131,6600.253,2,27,163.634,136.035,NA,11.431,0.038,-174.289,-174.289
159,2,24,492.338,228.064,6900.265,2,38,169.806,141.826,NA,6.172,0.021,-100.62,73.67
160,2,25,486.65,228.064,7200.276,2,50,175.494,144.79,NA,5.687,0.019,180,-79.38
161,2,26,486.65,228.064,7500.288,2,33,175.494,144.79,NA,0,0,0,-180
162,2,27,480.963,228.064,7800.299,2,50,181.181,147.914,NA,5.687,0.019,180,180
163,2,28,474.138,228.443,8100.311,2,122,188.017,151.554,NA,6.835,0.023,176.82,-3.18
164,2,29,463.522,225.031,8400.322,2,47,199.168,160.739,NA,11.151,0.037,-162.181,20.999
165,2,30,463.522,225.031,8700.334,2,37,199.168,160.739,NA,0,0,0,162.181
166,2,31,452.905,225.031,9000.345,2,59,209.784,167.592,NA,10.616,0.035,180,180
167,2,32,446.839,220.102,9300.357,2,52,217.601,175.31,NA,7.817,0.026,-140.906,39.094
168,2,33,445.701,218.206,9600.368,2,46,219.812,177.481,NA,2.211,0.007,-120.964,19.942
169,2,34,445.701,218.206,9900.38,2,40,219.812,177.481,NA,0,0,0,120.964
170,2,35,437.36,219.343,10200.391,2,95,228.23,182.336,NA,8.419,0.028,172.235,172.235
171,2,36,433.189,220.102,10500.403,2,96,232.47,184.726,NA,4.239,0.014,169.695,-2.54
172,2,37,424.468,220.102,10800.414,2,72,241.19,191.009,NA,8.721,0.029,180,10.305
173,2,38,420.677,220.102,11100.426,2,50,244.982,193.8,NA,3.792,0.013,180,0
174,2,39,417.454,218.395,11400.437,2,25,248.628,197.335,NA,3.647,0.012,-152.103,27.897
175,2,40,411.198,218.395,11700.449,2,59,254.885,202.03,NA,6.256,0.021,180,-27.897
176,2,41,406.079,221.239,12000.46,2,65,260.74,204.123,NA,5.856,0.02,150.945,-29.055
177,2,42,404.373,221.239,12300.472,2,98,262.446,205.448,NA,1.706,0.006,180,29.055
178,2,43,397.548,221.239,12600.483,2,107,269.271,210.8,NA,6.825,0.023,180,0
179,2,44,393.567,220.67,12900.495,2,132,273.293,214.305,NA,4.022,0.013,-171.87,8.13
180,2,45,393.567,220.67,13200.506,2,43,273.293,214.305,NA,0,0,0,171.87
181,2,46,382.192,220.67,13500.518,2,78,284.668,223.467,NA,11.375,0.038,180,180
182,2,47,379.348,217.258,13800.529,2,40,289.11,227.766,NA,4.442,0.015,-129.806,50.194
183,2,48,377.642,216.121,14100.541,2,60,291.16,229.815,NA,2.051,0.007,-146.31,-16.504
184,2,49,373.661,213.846,14400.552,2,41,295.745,234.376,NA,4.585,0.015,-150.255,-3.945
185,2,50,373.661,213.846,14700.564,2,54,295.745,234.376,NA,0,0,0,150.255
186,2,51,370.817,210.433,15000.575,2,90,300.187,238.678,NA,4.442,0.015,-129.806,-129.806
187,2,52,362.855,208.727,15300.587,2,43,308.331,246.151,NA,8.143,0.027,-167.905,-38.1
188,2,53,360.011,206.452,15600.598,2,37,311.972,249.786,NA,3.642,0.012,-141.34,26.565
189,2,54,360.011,206.452,15900.61,2,46,311.972,249.786,NA,0,0,0,141.34
190,2,55,346.93,207.021,16200.621,2,23,325.066,260.273,NA,13.093,0.044,177.51,177.51
191,2,56,339.537,207.021,16500.633,2,31,332.459,266.476,NA,7.394,0.025,180,2.49
192,2,57,334.418,207.589,16800.644,2,59,337.609,270.505,NA,5.15,0.017,173.66,-6.34
193,2,58,334.418,207.589,17100.656,2,12,337.609,270.505,NA,0,0,0,-173.66
194,2,59,325.318,213.277,17400.667,2,23,348.34,275.401,NA,10.731,0.036,147.995,147.995
195,2,60,325.318,213.277,17700.679,2,18,348.34,275.401,NA,0,0,0,-147.995
196,2,61,316.787,216.121,18000.69,2,25,357.333,281.466,NA,8.993,0.03,161.565,161.565
197,2,62,308.825,218.395,18300.702,2,35,365.614,287.438,NA,8.281,0.028,164.055,2.49
198,2,63,300.863,218.395,18600.713,2,33,373.576,294.535,NA,7.962,0.027,180,15.945
199,2,64,301.242,218.585,18900.725,2,33,374,294.111,NA,0.424,0.001,26.565,-153.435
200,2,65,294.796,218.585,19200.736,2,30,380.446,299.887,NA,6.446,0.021,180,153.435
201,2,66,294.796,218.585,19500.748,2,44,380.446,299.887,NA,0,0,0,-180
202,2,67,292.9,218.585,19800.759,2,38,382.341,301.591,NA,1.896,0.006,180,180
203,2,68,292.142,218.585,20100.771,2,32,383.1,302.274,NA,0.758,0.003,180,0
204,2,69,292.142,217.827,20400.782,2,44,383.858,302.605,NA,0.758,0.003,-90,90
205,2,70,292.142,217.827,20700.794,2,22,383.858,302.605,NA,0,0,0,90
206,2,71,292.142,221.239,21000.805,2,31,387.271,301.126,NA,3.412,0.011,90,90
207,2,72,290.246,221.618,21300.817,2,32,389.204,302.679,NA,1.933,0.006,168.69,78.69
208,2,73,285.696,221.618,21600.828,2,61,393.754,306.803,NA,4.55,0.015,180,11.31
209,2,74,285.696,221.618,21900.84,2,57,393.754,306.803,NA,0,0,0,-180
210,2,75,280.388,221.618,22200.851,2,41,399.062,311.629,NA,5.308,0.018,180,180
211,2,76,278.492,221.239,22500.863,2,36,400.995,313.512,NA,1.933,0.006,-168.69,11.31
212,2,77,276.596,221.239,22800.874,2,35,402.891,315.241,NA,1.896,0.006,180,-11.31
213,2,78,276.596,223.893,23100.886,2,31,405.545,314.163,NA,2.654,0.009,90,-90
214,2,79,273.184,227.306,23400.897,2,16,410.371,315.946,NA,4.826,0.016,135,45
215,2,80,272.046,227.306,23700.909,2,58,411.509,316.994,NA,1.137,0.004,180,45
216,2,81,272.046,227.306,24000.92,2,37,411.509,316.994,NA,0,0,0,-180
217,2,82,268.255,229.202,24300.932,2,27,415.748,319.768,NA,4.239,0.014,153.435,153.435
218,2,83,262.947,229.581,24600.943,2,37,421.07,324.546,NA,5.322,0.018,175.914,22.479
219,2,84,262.947,229.581,24900.955,2,32,421.07,324.546,NA,0,0,0,-175.914
220,2,85,262.568,229.581,25200.966,2,41,421.449,324.898,NA,0.379,0.001,180,180
221,2,86,259.155,229.581,25500.978,2,21,424.861,328.068,NA,3.412,0.011,180,0
222,2,87,259.155,229.581,25800.989,2,48,424.861,328.068,NA,0,0,0,-180
223,2,88,253.468,229.581,26101.001,2,32,430.548,333.363,NA,5.687,0.019,180,180
224,2,89,250.055,227.685,26401.012,2,81,434.452,337.231,NA,3.904,0.013,-150.945,29.055
225,2,90,249.297,226.547,26701.024,2,54,435.819,338.352,NA,1.367,0.005,-123.69,27.255
226,2,91,244.747,226.547,27001.035,2,50,440.369,342.59,NA,4.55,0.015,180,-56.31
227,2,92,244.747,226.547,27301.047,2,61,440.369,342.59,NA,0,0,0,-180
228,2,93,240.197,223.893,27601.058,2,60,445.637,347.793,NA,5.267,0.018,-149.744,-149.744
229,2,94,235.268,223.893,27901.07,2,34,450.566,352.389,NA,4.929,0.016,180,-30.256
230,2,95,232.614,223.893,28201.081,2,28,453.22,354.868,NA,2.654,0.009,180,0
231,2,96,232.614,223.893,28501.093,2,63,453.22,354.868,NA,0,0,0,-180
232,2,97,232.614,227.685,28801.104,2,44,457.011,353.534,NA,3.792,0.013,90,90
233,2,98,228.822,229.202,29101.116,2,54,461.095,356.575,NA,4.084,0.014,158.199,68.199
234,2,99,228.064,227.685,29401.128,2,32,462.791,357.805,NA,1.696,0.006,-116.565,85.236
235,2,100,224.272,232.614,29701.139,2,38,469.009,359.726,NA,6.219,0.021,127.569,-115.866
236,2,101,223.135,232.614,30001.151,2,31,470.147,360.801,NA,1.137,0.004,180,52.431
237,2,102,221.239,233.751,30301.162,2,63,472.358,362.226,NA,2.211,0.007,149.036,-30.964
238,2,103,215.552,233.751,30601.174,2,28,478.045,367.615,NA,5.687,0.019,180,30.964
239,2,104,213.656,235.268,30901.185,2,29,480.473,368.938,NA,2.428,0.008,141.34,-38.66
240,2,105,212.139,235.268,31201.197,2,47,481.989,370.379,NA,1.517,0.005,180,38.66
241,2,106,209.864,234.889,31501.208,2,45,484.296,372.659,NA,2.306,0.008,-170.538,9.462
242,2,107,206.831,234.889,31801.22,2,45,487.329,375.545,NA,3.033,0.01,180,-9.462
243,2,108,206.831,234.889,32101.231,2,30,487.329,375.545,NA,0,0,0,-180
244,2,109,206.452,231.476,32401.243,2,47,490.763,376.968,NA,3.433,0.011,-96.34,-96.34
245,2,110,203.04,231.476,32701.254,2,49,494.175,380.207,NA,3.412,0.011,180,-83.66
246,2,111,200.006,233.372,33001.266,2,68,497.752,382.506,NA,3.577,0.012,147.995,-32.005
247,2,112,197.352,233.372,33301.277,2,77,500.406,385.034,NA,2.654,0.009,180,32.005
248,2,113,195.836,233.751,33601.289,2,32,501.969,386.364,NA,1.563,0.005,165.964,-14.036
249,2,114,195.836,233.751,33901.3,2,44,501.969,386.364,NA,0,0,0,-165.964
250,2,115,194.698,236.026,34201.312,2,45,504.513,386.77,NA,2.543,0.008,116.565,116.565
251,2,116,192.802,236.785,34501.323,2,67,506.555,388.359,NA,2.042,0.007,158.199,41.634
252,2,117,189.39,236.785,34801.335,2,74,509.967,391.624,NA,3.412,0.011,180,21.801
253,2,118,189.39,236.785,35101.346,2,35,509.967,391.624,NA,0,0,0,-180
254,2,119,187.494,239.06,35401.358,2,42,512.928,392.788,NA,2.961,0.01,129.806,129.806
255,2,120,185.219,239.06,35701.369,2,65,515.203,394.97,NA,2.275,0.008,180,50.194
256,2,121,178.394,239.06,36001.381,2,62,522.028,401.523,NA,6.825,0.023,180,0
257,2,122,178.394,239.06,36301.392,2,32,522.028,401.523,NA,0,0,0,-180
258,2,123,173.465,239.06,36601.404,2,44,526.957,406.262,NA,4.929,0.016,180,180
259,2,124,169.674,238.68,36901.415,2,34,530.768,410.013,NA,3.81,0.013,-174.289,5.711
260,2,125,166.64,238.68,37201.427,2,43,533.801,412.932,NA,3.033,0.01,180,-5.711
261,2,126,166.64,238.68,37501.438,2,27,533.801,412.932,NA,0,0,0,-180
262,2,127,159.436,242.472,37801.45,2,38,541.942,418.88,NA,8.141,0.027,152.241,152.241
263,2,128,156.024,243.61,38101.461,2,39,545.539,421.889,NA,3.597,0.012,161.565,9.324
264,2,129,151.095,243.989,38401.473,2,99,550.483,426.565,NA,4.944,0.016,175.601,14.036
265,2,130,151.095,243.989,38701.484,2,94,550.483,426.565,NA,0,0,0,-175.601
266,2,131,143.891,245.885,39001.496,2,110,557.932,433.084,NA,7.449,0.025,165.256,165.256
267,2,132,143.891,245.885,39301.507,2,51,557.932,433.084,NA,0,0,0,-165.256
268,2,133,143.891,249.676,39601.519,2,75,561.723,432.185,NA,3.792,0.013,90,90
269,2,134,143.891,249.676,39901.53,2,33,561.723,432.185,NA,0,0,0,-90
270,2,135,138.962,254.226,40201.542,2,38,568.431,435.954,NA,6.708,0.022,137.291,137.291
271,2,136,136.308,256.88,40501.553,2,46,572.185,437.969,NA,3.753,0.013,135,-2.291
272,2,137,132.137,256.88,40801.565,2,36,576.356,442.045,NA,4.171,0.014,180,45
273,2,138,131.379,262.188,41101.576,2,57,581.718,441.696,NA,5.362,0.018,98.13,-81.87
274,2,139,130.999,262.188,41401.588,2,28,582.097,442.068,NA,0.379,0.001,180,81.87
275,2,140,129.104,262.188,41701.599,2,57,583.993,443.926,NA,1.896,0.006,180,0
276,2,141,126.07,262.188,42001.611,2,57,587.026,446.899,NA,3.033,0.01,180,0
277,2,142,126.07,262.188,42301.622,2,67,587.026,446.899,NA,0,0,0,-180
278,2,143,126.07,263.326,42601.634,2,62,588.164,446.676,NA,1.137,0.004,90,90
279,2,144,125.691,263.326,42901.645,2,83,588.543,447.048,NA,0.379,0.001,180,90
280,2,145,123.037,263.326,43201.657,2,94,591.197,449.651,NA,2.654,0.009,180,0
281,2,146,123.037,263.326,43501.668,2,89,591.197,449.651,NA,0,0,0,-180
282,2,147,123.037,263.705,43801.68,2,121,591.576,449.578,NA,0.379,0.001,90,90
283,2,148,123.037,271.288,44101.691,2,66,599.159,448.179,NA,7.583,0.025,90,0
284,2,149,119.625,271.288,44401.703,2,67,602.572,451.538,NA,3.412,0.011,180,90
285,2,150,115.075,271.288,44701.714,2,54,607.121,456.018,NA,4.55,0.015,180,0
286,2,151,110.146,271.288,45001.726,2,78,612.051,460.874,NA,4.929,0.016,180,0
